"","NOMBRE_OFICINA","NOMBRE_PRINCIPAL","Min_Y","Max_Y","DATA.POINTS","LOCALIZACION","Key_Pro","Key_Valor","Uno","dos"
"247","GUAYMAS","CAMARON",2013,2017,5,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en GUAYMAS"
"248","GUERRERO NEGRO","OSTION",2012,2017,6,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en GUERRERO NEGRO"
"249","HERMOSILLO","MOJARRA",2016,2016,1,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en HERMOSILLO"
"250","HUATABAMPO","CAMARON",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en HUATABAMPO"
"251","HUATABAMPO","OSTION",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en HUATABAMPO"
"252","JUCHITAN","MOJARRA",2012,2017,6,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en JUCHITAN"
"253","LA PAZ","ALMEJA",2013,2016,4,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ALMEJA en LA PAZ"
"254","LA PAZ","ATUN",2012,2013,2,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ATUN en LA PAZ"
"255","LA PAZ","CAMARON",2013,2017,5,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en LA PAZ"
"256","LA PAZ","JUREL",2014,2017,3,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de JUREL en LA PAZ"
"257","LA PAZ","MOJARRA",2017,2017,1,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en LA PAZ"
"258","LA PAZ","OSTION",2013,2016,3,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en LA PAZ"
"259","LA PAZ","OTRAS",2013,2016,3,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en LA PAZ"
"260","LA REFORMA","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en LA REFORMA"
"261","LA REFORMA","MOJARRA",2014,2017,3,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en LA REFORMA"
"262","LA REFORMA","OSTION",2012,2012,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en LA REFORMA"
"263","LAZARO CARDENAS","BAGRE",2012,2013,2,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en LAZARO CARDENAS"
"264","LAZARO CARDENAS","MOJARRA",2012,2016,4,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en LAZARO CARDENAS"
"265","LAZARO CARDENAS","TRUCHA",2012,2012,1,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de TRUCHA en LAZARO CARDENAS"
"266","LOS MOCHIS","ALMEJA",2013,2015,2,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ALMEJA en LOS MOCHIS"
"267","LOS MOCHIS","CAMARON",2013,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en LOS MOCHIS"
"268","LOS MOCHIS","MOJARRA",2017,2017,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en LOS MOCHIS"
"269","LOS MOCHIS","OSTION",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en LOS MOCHIS"
"270","MANZANILLO","CAMARON",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en MANZANILLO"
"271","MANZANILLO","MOJARRA",2012,2017,5,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en MANZANILLO"
"272","MARQUELIA CRUZ GRANDE","MOJARRA",2015,2017,3,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en MARQUELIA CRUZ GRANDE"
"273","MAZATLAN","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en MAZATLAN"
"274","MAZATLAN","MOJARRA",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en MAZATLAN"
"275","MAZATLAN","OTRAS",2013,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en MAZATLAN"
"276","MEXICALI","CAMARON",2014,2014,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en MEXICALI"
"277","MEXICALI","MOJARRA",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en MEXICALI"
"278","NAVOLATO","ALMEJA",2017,2017,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ALMEJA en NAVOLATO"
"279","NAVOLATO","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en NAVOLATO"
"280","NAVOLATO","OSTION",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en NAVOLATO"
"281","NAVOLATO","OTRAS",2017,2017,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en NAVOLATO"
"282","NAVOLATO","PARGO",2015,2015,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de PARGO en NAVOLATO"
"283","NUEVA ITALIA","BAGRE",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en NUEVA ITALIA"
"284","NUEVA ITALIA","MOJARRA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en NUEVA ITALIA"
"285","NUEVA ITALIA","OTRAS",2016,2016,1,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en NUEVA ITALIA"
"286","NUEVA ITALIA","TRUCHA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de TRUCHA en NUEVA ITALIA"
"287","OAXACA","MOJARRA",2013,2017,5,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en OAXACA"
"288","OAXACA","TRUCHA",2012,2017,6,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de TRUCHA en OAXACA"
"289","OCOTLAN","BAGRE",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en OCOTLAN"
"290","OCOTLAN","MOJARRA",2013,2017,5,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en OCOTLAN"
"291","OCOTLAN","OTRAS",2017,2017,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en OCOTLAN"
"292","PATZCUARO","MOJARRA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PATZCUARO"
"293","PATZCUARO","OTRAS",2015,2016,2,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en PATZCUARO"
"294","PATZCUARO","TRUCHA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de TRUCHA en PATZCUARO"
"295","PENITA DE JALTEMBA","MOJARRA",2016,2016,1,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PENITA DE JALTEMBA"
"296","PIJIJIAPAN","CAMARON",2012,2016,3,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en PIJIJIAPAN"
"297","PIJIJIAPAN","MOJARRA",2015,2015,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PIJIJIAPAN"
"298","PINOTEPA NACIONAL","MOJARRA",2015,2017,3,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PINOTEPA NACIONAL"
"299","PLAYAS DE CATAZAJA","MOJARRA",2017,2017,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PLAYAS DE CATAZAJA"
"300","PUERTO ANGEL","MOJARRA",2014,2017,3,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PUERTO ANGEL"
"301","PUERTO ESCONDIDO","CAMARON",2015,2017,3,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en PUERTO ESCONDIDO"
"302","PUERTO ESCONDIDO","MOJARRA",2013,2017,5,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PUERTO ESCONDIDO"
"303","PUERTO MADERO","MOJARRA",2015,2017,3,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PUERTO MADERO"
"304","PUERTO PENASCO","ALMEJA",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ALMEJA en PUERTO PENASCO"
"305","PUERTO PENASCO","MOJARRA",2016,2017,2,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PUERTO PENASCO"
"306","PUERTO PENASCO","OSTION",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en PUERTO PENASCO"
"307","PUERTO VALLARTA","ATUN",2012,2013,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ATUN en PUERTO VALLARTA"
"308","PUERTO VALLARTA","BAGRE",2013,2017,4,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en PUERTO VALLARTA"
"309","PUERTO VALLARTA","CAMARON",2012,2015,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en PUERTO VALLARTA"
"310","PUERTO VALLARTA","MOJARRA",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en PUERTO VALLARTA"
"311","PUERTO VALLARTA","OSTION",2012,2014,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en PUERTO VALLARTA"
"312","PUNTA ABREOJOS","OSTION",2012,2017,6,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en PUNTA ABREOJOS"
"313","RAUDALES MALPASO","MOJARRA",2013,2017,5,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en RAUDALES MALPASO"
"314","SAHUAYO (COJUMATLAN)","BAGRE",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en SAHUAYO (COJUMATLAN)"
"315","SAHUAYO (COJUMATLAN)","CARPA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CARPA en SAHUAYO (COJUMATLAN)"
"316","SAHUAYO (COJUMATLAN)","MOJARRA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en SAHUAYO (COJUMATLAN)"
"317","SAHUAYO (COJUMATLAN)","PECES DE ORNATO",2016,2016,1,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de PECES DE ORNATO en SAHUAYO (COJUMATLAN)"
"318","SALINA CRUZ","CAMARON",2017,2017,1,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en SALINA CRUZ"
"319","SALINA CRUZ","MOJARRA",2012,2017,6,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en SALINA CRUZ"
"320","SAN BLAS","CAMARON",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en SAN BLAS"
"321","SAN BLAS","MOJARRA",2014,2017,4,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en SAN BLAS"
"322","SAN CARLOS","JUREL",2014,2017,4,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de JUREL en SAN CARLOS"
"323","SAN CARLOS","OSTION",2015,2017,3,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en SAN CARLOS"
"324","SAN FELIPE","CAMARON",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en SAN FELIPE"
"325","SAN QUINTIN","ALMEJA",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ALMEJA en SAN QUINTIN"
"326","SAN QUINTIN","OSTION",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en SAN QUINTIN"
"327","SANTA ROSALIA","CARACOL",2014,2014,1,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CARACOL en SANTA ROSALIA"
"328","SANTA ROSALIA","OSTION",2012,2017,6,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en SANTA ROSALIA"
"329","SANTIAGO IXCUINTLA","CAMARON",2012,2017,3,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en SANTIAGO IXCUINTLA"
"330","SANTIAGO IXCUINTLA","MOJARRA",2015,2017,2,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en SANTIAGO IXCUINTLA"
"331","SANTIAGO IXCUINTLA","OSTION",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en SANTIAGO IXCUINTLA"
"332","TECOMAN","BAGRE",2013,2013,1,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en TECOMAN"
"333","TECOMAN","CAMARON",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en TECOMAN"
"334","TECOMAN","MOJARRA",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en TECOMAN"
"335","TECPAN DE GALEANA","CAMARON",2014,2017,4,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en TECPAN DE GALEANA"
"336","TECPAN DE GALEANA","MOJARRA",2015,2017,3,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en TECPAN DE GALEANA"
"337","TECUALA","CAMARON",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en TECUALA"
"338","TECUALA","MOJARRA",2015,2015,1,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en TECUALA"
"339","TEMAZCAL","MOJARRA",2012,2017,6,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en TEMAZCAL"
"340","TEPIC","MOJARRA",2014,2017,4,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en TEPIC"
"341","TIJUANA","OTRAS",2012,2012,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en TIJUANA"
"342","TONALA","CAMARON",2013,2017,3,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en TONALA"
"343","TONALA","MOJARRA",2013,2017,2,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en TONALA"
"344","TUXPAN","CAMARON",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en TUXPAN"
"345","TUXPAN","MOJARRA",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en TUXPAN"
"346","TUXTLA GUTIERREZ","BAGRE",2014,2014,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en TUXTLA GUTIERREZ"
"347","TUXTLA GUTIERREZ","CARPA",2014,2014,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CARPA en TUXTLA GUTIERREZ"
"348","TUXTLA GUTIERREZ","MOJARRA",2012,2017,6,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en TUXTLA GUTIERREZ"
"349","VILLA DE JESUS MARIA","OSTION",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en VILLA DE JESUS MARIA"
"350","VILLA FLORES","MOJARRA",2012,2017,5,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en VILLA FLORES"
"351","VILLA FLORES","OTRAS",2016,2016,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en VILLA FLORES"
"352","ZIHUATANEJO","BAGRE",2012,2017,6,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en ZIHUATANEJO"
"353","ZIHUATANEJO","CAMARON",2015,2017,2,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en ZIHUATANEJO"
"354","ZIHUATANEJO","MOJARRA",2012,2017,6,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en ZIHUATANEJO"
"355","ZITACUARO","CARPA",2012,2012,1,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CARPA en ZITACUARO"
"356","ZITACUARO","MOJARRA",2012,2016,5,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en ZITACUARO"
"357","ZITACUARO","OTRAS",2012,2015,4,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en ZITACUARO"
"358","ZITACUARO","TRUCHA",2012,2016,5,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de TRUCHA en ZITACUARO"
"359","ACAPETAHUA","MOJARRA",2013,2017,5,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en ACAPETAHUA"
"360","ACAPETAHUA","OTRAS",2013,2015,3,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en ACAPETAHUA"
"361","ACAPULCO","CAMARON",2012,2017,6,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en ACAPULCO"
"362","ACAPULCO","CARACOL",2015,2016,2,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CARACOL en ACAPULCO"
"363","ACAPULCO","CARPA",2015,2017,2,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CARPA en ACAPULCO"
"364","ACAPULCO","MOJARRA",2012,2017,6,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de MOJARRA en ACAPULCO"
"365","ACAPULCO","OTRAS",2017,2017,1,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en ACAPULCO"
"366","ACAPULCO","TRUCHA",2016,2017,2,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de TRUCHA en ACAPULCO"
"367","BAHIA DE LOS ANGELES","ALMEJA",2017,2017,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de ALMEJA en BAHIA DE LOS ANGELES"
"368","BAHIA DE LOS ANGELES","OTRAS",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de OTRAS en BAHIA DE LOS ANGELES"
"369","BAHIA KINO","CAMARON",2012,2016,5,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionIII","Precio de CAMARON en BAHIA KINO"
