MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Notes,Lat,Long
2052,Nesting Sites for Sea Turtles in the Gulf of Mexico,Anidamiento Sitios; para; Verde; Mar; Tortuga; Tortuga de Hawks Mar; Tortuga; Kemp's; Ridley; Mar; Tortuga; Cuero; Mar; Tortuga; Necio; Mar; Tortuga,NOAA,NOAA,1,Tortugas,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2053,Nesting Sites for Green Sea Turtle in the Gulf of Mexico,Anidamiento Verde; Mar; Tortuga; Chelonia; Mi dios,NOAA,NOAA,1,Chelonia mydas,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2054,Nesting Sites for Hawksbill Sea Turtle in the Gulf of Mexico,Anidamiento Sitios; Tortuga de Hawks Mar; Tortuga; Eretmochelys; Imbricata,NOAA,NOAA,1,Eretmochelys imbricata,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2055,Nesting Sites for Kemp's Ridley Sea Turtle in the Gulf of Mexico,Anidamiento Sitios; Kemp's; Ridley; Mar; Tortuga; Lepidochelys; Kempii,NOAA,NOAA,1,Lepidochelys kempii,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2056,Nesting Sites for Leatherback Sea Turtle in the Gulf of Mexico,Anidamiento Sitios; Cuero; Mar; Tortuga; Dermochelys; Coriacea,NOAA,NOAA,1,Dermochelys coriacea,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2057,Nesting Sites for Loggerhead Sea Turtle in the Gulf of Mexico,Anidamiento Sitios; Necio; Mar; Tortuga; Caretta,NOAA,NOAA,1,Caretta caretta,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2058,Nesting Sites (Frequency of) Turtles in the Gulf of Mexico,Anidamiento Frecuencia; Sitios; Verde; Mar; Tortuga; Tortuga de Hawks Mar; Tortuga; Kemp's; Ridley; Mar; Tortuga; Cuero; Mar; Tortuga; Necio; Mar; Tortuga,NOAA,NOAA,1,Tortugas,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2059,Nesting Sites (Frequency of) Green in the Gulf of Mexico,Anidamiento Frecuencia; Verde; Mar; Tortuga; Chelonia; Mi dios,NOAA,NOAA,1,Chelonia mydas,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2060,Nesting Sites (Frequency of) Hawksbill in the Gulf of Mexico,Anidamiento Frecuencia; Sitios; Tortuga de Hawks Mar; Tortuga; Eretmochelys; Imbricata,NOAA,NOAA,1,Eretmochelys imbricata,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2061,Nesting Sites (Frequency of) Kemp's Ridley in the Gulf of Mexico,Anidamiento Frecuencia; Sitios; Kemp's; Ridley; Mar; Tortuga; Lepidochelys; Kempii,NOAA,NOAA,1,Lepidochelys kempii,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2062,Nesting Sites (Frequency of) Leatherback in the Gulf of Mexico,Anidamiento Frecuencia; Sitios; Cuero; Mar; Tortuga; Dermochelys; Coriacea,NOAA,NOAA,1,Dermochelys coriacea,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2063,Nesting Sites (Frequency of) Loggerhead in the Gulf of Mexico,Anidamiento Frecuencia; Sitios; Necio; Mar; Tortuga; Caretta,NOAA,NOAA,1,Caretta caretta,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_NestingSites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_NestingSites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2064,Predicted Habitat Suitability for Turtles in the Gulf of Mexico,Predicho; Habitat; Idoneidad; Sitios; para; Verde; Mar; Tortuga; Tortuga de Hawks Mar; Tortuga; Kemp's; Ridley; Mar; Tortuga; Cuero; Mar; Tortuga; Necio; Mar; Tortuga,NOAA,NOAA,1,Tortugas,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_Predicted Habitat SuitabilitySites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_Predicted Habitat SuitabilitySites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2065,Predicted Habitat Suitability for Green in the Gulf of Mexico,Predicho; Habitat; Idoneidad; Verde; Mar; Tortuga; Chelonia; Mi dios,NOAA,NOAA,1,Chelonia mydas,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_Predicted Habitat SuitabilitySites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_Predicted Habitat SuitabilitySites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2066,Predicted Habitat Suitability for Hawksbill in the Gulf of Mexico,Predicho; Habitat; Idoneidad; Sitios; Tortuga de Hawks Mar; Tortuga; Eretmochelys; Imbricata,NOAA,NOAA,1,Eretmochelys imbricata,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_Predicted Habitat SuitabilitySites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_Predicted Habitat SuitabilitySites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2067,Predicted Habitat Suitability for Kemp's Ridley in the Gulf of Mexico,Predicho; Habitat; Idoneidad; Sitios; Kemp's; Ridley; Mar; Tortuga; Lepidochelys; Kempii,NOAA,NOAA,1,Lepidochelys kempii,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_Predicted Habitat SuitabilitySites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_Predicted Habitat SuitabilitySites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2068,Predicted Habitat Suitability for Leatherback in the Gulf of Mexico,Predicho; Habitat; Idoneidad; Sitios; Cuero; Mar; Tortuga; Dermochelys; Coriacea,NOAA,NOAA,1,Dermochelys coriacea,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_Predicted Habitat SuitabilitySites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_Predicted Habitat SuitabilitySites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2069,Predicted Habitat Suitability for Loggerhead in the Gulf of Mexico,Predicho; Habitat; Idoneidad; Sitios; Necio; Mar; Tortuga; Caretta,NOAA,NOAA,1,Caretta caretta,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,SWOT_Predicted Habitat SuitabilitySites_SeaTurtles (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/SWOT_Predicted Habitat SuitabilitySites_SeaTurtles/MapServer,NO,NA,info@noaa.gov,International,International,Biology,State,NA,NA,NA,NA
2070,Shipping Fairways in the Gulf of Mexico,Envio; navegacion; Naufragios Obstrucciones; Cables; submarino; Cables; comunicacion; submarino; Cables; seguridad,NOAA,NOAA,1,NA,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,ShippingAndNavigation (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/ShippingAndNavigation/MapServer,NO,NA,info@noaa.gov,International,International,NA,Pressure,NA,NA,NA,NA
2071,Submarine Cables in the Gulf of Mexico,Envio; navegacion; Cables; submarino; Cables; comunicacion; submarino; Cables; la seguridad,NOAA,NOAA,1,NA,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,ShippingAndNavigation (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/ShippingAndNavigation/MapServer,NO,NA,info@noaa.gov,International,International,NA,Pressure,NA,NA,NA,NA
2072,Wrecks and Obstructions in the Gulf of Mexico,Envio; navegacion; Naufragios Obstrucciones; comunicacion; submarino; Cables; la seguridad,NOAA,NOAA,1,NA,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,ShippingAndNavigation (MapServer),DataAtlas,2016,https://service.ncddc.noaa.gov/arcgis/rest/services/DataAtlas/ShippingAndNavigation/MapServer,NO,NA,info@noaa.gov,International,International,NA,Pressure,NA,NA,NA,NA
2073,Shipping Density in the Gulf of Mexico (2010),marina; catastro; marina; espacial; planificacion; ambiental; nacional; Oceano; energia; planificacion; automatico; identificacion; sistema; Ais buque; densidad; navegacion; transporte; Envio; trafico; NOAA,NOAA,NOAA,1,NA,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,CommercialVesselDensityOctober2009_2010 (MapServer),DataAtlas,2016,https://coast.noaa.gov/arcgis/rest/services/MarineCadastre/CommercialVesselDensityOctober2009_2010/MapServer,NO,NA,info@noaa.gov,International,International,NA,Pressure,NA,NA,NA,NA
2074,Shipping Density in the Gulf of Mexico (2011),marina; catastro; marina; espacial; planificacion; ambiental; nacional; Oceano; energia; planificacion; automatico; identificacion; sistema; Ais buque; densidad; navegacion; transporte; Envio; trafico; NOAA,NOAA,NOAA,1,NA,Atlantic,West Gulf of Mexico,NA,2016,2016,1,Shapefile,Year,Region,CommercialVesselDensityOctober2009_2010 (MapServer),DataAtlas,2016,https://coast.noaa.gov/arcgis/rest/services/MarineCadastre/CommercialVesselDensityOctober2009_2010/MapServer,NO,NA,info@noaa.gov,International,International,NA,Pressure,NA,NA,NA,NA
2592,Captura de almeja en Quintana Roo (1956-2009),Captura; Baja; California; CONAPESCA;INAPESCA; Kg; abulon almeja,"Arreguin-Sanchez, F. Et al",IPN,2,almeja,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,19,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2593,Captura de anchoveta en Quintana Roo (1956-2009),Captura; Baja; California; CONAPESCA;INAPESCA; Kg; algas anchoveta,"Arreguin-Sanchez, F. Et al",IPN,2,anchoveta,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,3,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2594,Captura de atun en Quintana Roo (1956-2009),Captura; Baja; California; CONAPESCA;INAPESCA; Kg; almeja atun,"Arreguin-Sanchez, F. Et al",IPN,2,atun,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,2,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2595,Captura de bagre en Quintana Roo (1956-2009),Captura; Baja; California; CONAPESCA;INAPESCA; Kg; anchoveta bagre,"Arreguin-Sanchez, F. Et al",IPN,2,bagre,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,24,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2596,Captura de bandera en Quintana Roo (1956-2009),Captura; Baja; California; CONAPESCA;INAPESCA; Kg; atun bandera,"Arreguin-Sanchez, F. Et al",IPN,2,bandera,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,2,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2597,Captura de barrilete en Quintana Roo (1956-2009),Captura; Baja; California; CONAPESCA;INAPESCA; Kg; bagre barrilete,"Arreguin-Sanchez, F. Et al",IPN,2,barrilete,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,10,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2598,Captura de bonito en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; bonito,"Arreguin-Sanchez, F. Et al",IPN,2,bonito,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,17,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2599,Captura de cabrilla en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; cabrilla,"Arreguin-Sanchez, F. Et al",IPN,2,cabrilla,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,14,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2600,Captura de calamar en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; calamar,"Arreguin-Sanchez, F. Et al",IPN,2,calamar,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,21,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2601,Captura de camaron en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; camaron,"Arreguin-Sanchez, F. Et al",IPN,2,camaron,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,41,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2602,Captura de caracol en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; caracol,"Arreguin-Sanchez, F. Et al",IPN,2,caracol,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,36,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2603,Captura de cazon en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; cazon,"Arreguin-Sanchez, F. Et al",IPN,2,cazon,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,43,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2604,Captura de cherna (mero) en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; cherna (mero),"Arreguin-Sanchez, F. Et al",IPN,2,cherna (mero),Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,4,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2605,Captura de cojinuda (jurel) en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; cojinuda (jurel),"Arreguin-Sanchez, F. Et al",IPN,2,cojinuda (jurel),Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,5,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2606,Captura de coronado (jurel) en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; coronado (jurel),"Arreguin-Sanchez, F. Et al",IPN,2,coronado (jurel),Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,7,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2607,Captura de corvina en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; corvina,"Arreguin-Sanchez, F. Et al",IPN,2,corvina,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,37,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2608,Captura de esmedregal en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; esmedregal,"Arreguin-Sanchez, F. Et al",IPN,2,esmedregal,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,16,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2609,Captura de huachinango en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; huachinango,"Arreguin-Sanchez, F. Et al",IPN,2,huachinango,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,30,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
2610,Captura de jaiba en Quintana Roo (1956-2009),Captura; CONAPESCA;INAPESCA; Kg; jaiba,"Arreguin-Sanchez, F. Et al",IPN,2,jaiba,Atlantic,Banco Campeche Caribe,Quintana Roo,1956,2008,12,Weight,Year,State,Capturas por Estado_Gmexico_1956_2009,Fisheries Catch Statistics for Mexico,2007,"Arreguin-Sanchez, F. and Arcos-Huitron, E. 2007. Fisheries catch statistics for Mexico. p. 81-103 In: Zeller, D. and Pauly, D.(eds.) Reconstruction of marine fisheries catches for key countries and regions (1950-2005). Fisheries Centre Research Reports15(2). Fisheries Centre, University of British Columbia [ISSN 1198-6727].",YES,NA,francisco.arreguinsanchez@gmail.com,Academic,Academic,Fisheries,Benefit,NA,NA,NA,NA
