"","Scientific name","State/Province","Vernacular name","Min","Max","Inicio","Inicio_I","Key"
"514","Polymixia lowei","Campeche","Actinopterigio,Cola de maguey,",1988,1988,"Presencia de Polymixia lowei en Campeche","Presencia de Actinopterigio,Cola de maguey, en Campeche","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Cola de maguey,"
"515","Polymixia lowei","Veracruz de Ignacio de la Llave","Actinopterigio,Cola de maguey,",1997,1997,"Presencia de Polymixia lowei en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Cola de maguey, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Cola de maguey,"
"516","Polystira","Tabasco","Gastrí_podo,Molusco,",1983,1983,"Presencia de Polystira en Tabasco","Presencia de Gastrí_podo,Molusco, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"517","Polystira albida","Tabasco","Gastrí_podo,Molusco,",1983,1997,"Presencia de Polystira albida en Tabasco","Presencia de Gastrí_podo,Molusco, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"518","Polystira albida","Veracruz de Ignacio de la Llave","Gastrí_podo,Molusco,",1984,1988,"Presencia de Polystira albida en Veracruz de Ignacio de la Llave","Presencia de Gastrí_podo,Molusco, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"519","Polystira vibex","Veracruz de Ignacio de la Llave","Gastrí_podo,Molusco,",1988,1988,"Presencia de Polystira vibex en Veracruz de Ignacio de la Llave","Presencia de Gastrí_podo,Molusco, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"520","Pomacea","Tabasco","Molusco,Gastrí_podo,",1984,1984,"Presencia de Pomacea en Tabasco","Presencia de Molusco,Gastrí_podo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"521","Pomacea","Veracruz de Ignacio de la Llave","Molusco,Gastrí_podo,",1987,1987,"Presencia de Pomacea en Veracruz de Ignacio de la Llave","Presencia de Molusco,Gastrí_podo, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"522","Pontinus","Veracruz de Ignacio de la Llave","Actinopterigio,Lapí_n,",1990,1997,"Presencia de Pontinus en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Lapí_n, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Lapí_n,"
"523","Pontinus longispinis","Campeche","Lapí_n mariposa,Actinopterigio,",1988,1988,"Presencia de Pontinus longispinis en Campeche","Presencia de Lapí_n mariposa,Actinopterigio, en Campeche","Abundancia; Ecologia; Bentos; Historico; Lapí_n mariposa,Actinopterigio,"
"524","Pontinus longispinis","Tabasco","Lapí_n mariposa,Actinopterigio,",1987,1997,"Presencia de Pontinus longispinis en Tabasco","Presencia de Lapí_n mariposa,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Lapí_n mariposa,Actinopterigio,"
"525","Pontinus longispinis","Tamaulipas","Lapí_n mariposa,Actinopterigio,",1990,1990,"Presencia de Pontinus longispinis en Tamaulipas","Presencia de Lapí_n mariposa,Actinopterigio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Lapí_n mariposa,Actinopterigio,"
"526","Pontinus longispinis","Veracruz de Ignacio de la Llave","Lapí_n mariposa,Actinopterigio,",1988,1988,"Presencia de Pontinus longispinis en Veracruz de Ignacio de la Llave","Presencia de Lapí_n mariposa,Actinopterigio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Lapí_n mariposa,Actinopterigio,"
"527","Porcellana","Campeche","Cangrejo",1987,1987,"Presencia de Porcellana en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"528","Porcellana","Tabasco","Cangrejo",1984,1997,"Presencia de Porcellana en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"529","Porcellana","Tamaulipas","Cangrejo",1989,1993,"Presencia de Porcellana en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"530","Porcellana","Veracruz de Ignacio de la Llave","Cangrejo",1988,1994,"Presencia de Porcellana en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"531","Porcellana sayana","Campeche","Cangrejo",1988,1988,"Presencia de Porcellana sayana en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"532","Porcellana sayana","Tamaulipas","Cangrejo",1989,1993,"Presencia de Porcellana sayana en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"533","Porcellana sayana","Veracruz de Ignacio de la Llave","Cangrejo",1988,1997,"Presencia de Porcellana sayana en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"534","Porcellana sigsbeiana","Campeche","Cangrejo",1987,1994,"Presencia de Porcellana sigsbeiana en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"535","Porcellana sigsbeiana","Tabasco","Cangrejo",1987,1987,"Presencia de Porcellana sigsbeiana en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"536","Porcellana sigsbeiana","Tamaulipas","Cangrejo",1989,1990,"Presencia de Porcellana sigsbeiana en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"537","Porcellana sigsbeiana","Veracruz de Ignacio de la Llave","Cangrejo",1987,1993,"Presencia de Porcellana sigsbeiana en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"538","Porichthys porosissimus","Campeche","Actinopterigio,Pez sapo,",1997,1997,"Presencia de Porichthys porosissimus en Campeche","Presencia de Actinopterigio,Pez sapo, en Campeche","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Pez sapo,"
"539","Porichthys porosissimus","Tabasco","Actinopterigio,Pez sapo,",1997,1997,"Presencia de Porichthys porosissimus en Tabasco","Presencia de Actinopterigio,Pez sapo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Pez sapo,"
"540","Porichthys porosissimus","Tamaulipas","Actinopterigio,Pez sapo,",1990,1990,"Presencia de Porichthys porosissimus en Tamaulipas","Presencia de Actinopterigio,Pez sapo, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Pez sapo,"
"541","Porichthys porosissimus","Veracruz de Ignacio de la Llave","Actinopterigio,Pez sapo,",1997,1997,"Presencia de Porichthys porosissimus en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Pez sapo, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Pez sapo,"
"542","Portunus","Campeche","Cangrejo",1983,1988,"Presencia de Portunus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"543","Portunus","Tabasco","Cangrejo",1984,1997,"Presencia de Portunus en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"544","Portunus","Tamaulipas","Cangrejo",1990,1993,"Presencia de Portunus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"545","Portunus","Veracruz de Ignacio de la Llave","Cangrejo",1983,1994,"Presencia de Portunus en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"546","Portunus  (Portunus) gibbesii","Campeche","Cangrejo",1987,1987,"Presencia de Portunus  (Portunus) gibbesii en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"547","Portunus  (Portunus) gibbesii","Tabasco","Cangrejo",1997,1997,"Presencia de Portunus  (Portunus) gibbesii en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"548","Portunus  (Portunus) gibbesii","Tamaulipas","Cangrejo",1989,1990,"Presencia de Portunus  (Portunus) gibbesii en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"549","Portunus  (Portunus) gibbesii","Veracruz de Ignacio de la Llave","Cangrejo",1990,1990,"Presencia de Portunus  (Portunus) gibbesii en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"550","Priacanthus","Tabasco","Actinopterigio,Catalufa,",1997,1997,"Presencia de Priacanthus en Tabasco","Presencia de Actinopterigio,Catalufa, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Catalufa,"
"551","Priacanthus","Tamaulipas","Actinopterigio,Catalufa,",1990,1990,"Presencia de Priacanthus en Tamaulipas","Presencia de Actinopterigio,Catalufa, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Catalufa,"
"552","Priacanthus","Veracruz de Ignacio de la Llave","Actinopterigio,Catalufa,",1997,1997,"Presencia de Priacanthus en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Catalufa, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Catalufa,"
"553","Priacanthus arenatus","Tabasco","Actinopterigio,Catalufa ojí_n,",1984,1997,"Presencia de Priacanthus arenatus en Tabasco","Presencia de Actinopterigio,Catalufa ojí_n, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Catalufa ojí_n,"
"554","Priacanthus arenatus","Tamaulipas","Actinopterigio,Catalufa ojí_n,",1990,1990,"Presencia de Priacanthus arenatus en Tamaulipas","Presencia de Actinopterigio,Catalufa ojí_n, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Catalufa ojí_n,"
"555","Priacanthus arenatus","Veracruz de Ignacio de la Llave","Actinopterigio,Catalufa ojí_n,",1988,1988,"Presencia de Priacanthus arenatus en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Catalufa ojí_n, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Catalufa ojí_n,"
"556","Prionotus paralatus","Tabasco","Rubio mexicano,Actinopterigio,",1997,1997,"Presencia de Prionotus paralatus en Tabasco","Presencia de Rubio mexicano,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Rubio mexicano,Actinopterigio,"
"557","Prionotus paralatus","Tamaulipas","Rubio mexicano,Actinopterigio,",1993,1993,"Presencia de Prionotus paralatus en Tamaulipas","Presencia de Rubio mexicano,Actinopterigio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Rubio mexicano,Actinopterigio,"
"558","Prionotus roseus","Tabasco","Actinopterigio,Rubio manchas azules,",1997,1997,"Presencia de Prionotus roseus en Tabasco","Presencia de Actinopterigio,Rubio manchas azules, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Rubio manchas azules,"
"559","Prionotus stearnsi","Tabasco","Rubio pequeí±o,Actinopterigio,",1997,1997,"Presencia de Prionotus stearnsi en Tabasco","Presencia de Rubio pequeí±o,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Rubio pequeí±o,Actinopterigio,"
"560","Prionotus stearnsi","Tamaulipas","Rubio pequeí±o,Actinopterigio,",1990,1990,"Presencia de Prionotus stearnsi en Tamaulipas","Presencia de Rubio pequeí±o,Actinopterigio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Rubio pequeí±o,Actinopterigio,"
"561","Prionotus stearnsi","Veracruz de Ignacio de la Llave","Rubio pequeí±o,Actinopterigio,",1997,1997,"Presencia de Prionotus stearnsi en Veracruz de Ignacio de la Llave","Presencia de Rubio pequeí±o,Actinopterigio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Rubio pequeí±o,Actinopterigio,"
"562","Pristipomoides aquilonaris","Campeche","Huachinango navaja,Actinopterigio,",1997,1997,"Presencia de Pristipomoides aquilonaris en Campeche","Presencia de Huachinango navaja,Actinopterigio, en Campeche","Abundancia; Ecologia; Bentos; Historico; Huachinango navaja,Actinopterigio,"
"563","Pristipomoides aquilonaris","Tabasco","Huachinango navaja,Actinopterigio,",1997,1997,"Presencia de Pristipomoides aquilonaris en Tabasco","Presencia de Huachinango navaja,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Huachinango navaja,Actinopterigio,"
"564","Pristipomoides macrophthalmus","Tabasco","Actinopterigio,Pargo panchito,",1997,1997,"Presencia de Pristipomoides macrophthalmus en Tabasco","Presencia de Actinopterigio,Pargo panchito, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Pargo panchito,"
"565","Pristipomoides macrophthalmus","Tamaulipas","Actinopterigio,Pargo panchito,",1990,1990,"Presencia de Pristipomoides macrophthalmus en Tamaulipas","Presencia de Actinopterigio,Pargo panchito, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Pargo panchito,"
"566","Pseudocoutierea antillensis","Campeche","Camarí_n",1984,1984,"Presencia de Pseudocoutierea antillensis en Campeche","Presencia de Camarí_n en Campeche","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"567","Pseudorhombila","Campeche","Cangrejo",1987,1987,"Presencia de Pseudorhombila en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"568","Pseudorhombila","Veracruz de Ignacio de la Llave","Cangrejo",1988,1988,"Presencia de Pseudorhombila en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"569","Pseudorhombila guinotae","Veracruz de Ignacio de la Llave","Cangrejo",1987,1987,"Presencia de Pseudorhombila guinotae en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"570","Pseudorhombila quadridentata","Campeche","Cangrejo",1984,1984,"Presencia de Pseudorhombila quadridentata en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"571","Pseudorhombila quadridentata","Tabasco","Cangrejo",1984,1984,"Presencia de Pseudorhombila quadridentata en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"572","Pseudorhombila quadridentata","Tamaulipas","Cangrejo",1989,1989,"Presencia de Pseudorhombila quadridentata en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"573","Pseudorhombila quadridentata","Veracruz de Ignacio de la Llave","Cangrejo",1988,1990,"Presencia de Pseudorhombila quadridentata en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"574","Ptychobela","Tabasco","Molusco,Gastrí_podo,",1997,1997,"Presencia de Ptychobela en Tabasco","Presencia de Molusco,Gastrí_podo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"575","Pylopagurus discoidalis","Tamaulipas","Cangrejo hermitaí±o",1990,1990,"Presencia de Pylopagurus discoidalis en Tamaulipas","Presencia de Cangrejo hermitaí±o en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo hermitaí±o"
"576","Pylopagurus discoidalis","Yucatíçn","Cangrejo hermitaí±o",1993,1993,"Presencia de Pylopagurus discoidalis en Yucatíçn","Presencia de Cangrejo hermitaí±o en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Cangrejo hermitaí±o"
"577","Pyromaia","Campeche","Cangrejo",1987,1994,"Presencia de Pyromaia en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"578","Pyromaia","Tabasco","Cangrejo",1987,1987,"Presencia de Pyromaia en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"579","Pyromaia","Tamaulipas","Cangrejo",1990,1990,"Presencia de Pyromaia en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"580","Pyromaia","Veracruz de Ignacio de la Llave","Cangrejo",1987,1987,"Presencia de Pyromaia en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"581","Pyromaia","Yucatíçn","Cangrejo",1993,1993,"Presencia de Pyromaia en Yucatíçn","Presencia de Cangrejo en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"582","Pyromaia arachna","Campeche","Cangrejo",1995,1995,"Presencia de Pyromaia arachna en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"583","Pyromaia arachna","Tabasco","Cangrejo",1988,1997,"Presencia de Pyromaia arachna en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"584","Pyromaia arachna","Tamaulipas","Cangrejo",1989,1990,"Presencia de Pyromaia arachna en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"585","Pyromaia arachna","Veracruz de Ignacio de la Llave","Cangrejo",1988,1997,"Presencia de Pyromaia arachna en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"586","Pyromaia cuspidata","Campeche","Cangrejo",1988,1988,"Presencia de Pyromaia cuspidata en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"587","Pyromaia cuspidata","Tabasco","Cangrejo",1994,1997,"Presencia de Pyromaia cuspidata en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"588","Pyromaia cuspidata","Tamaulipas","Cangrejo",1989,1993,"Presencia de Pyromaia cuspidata en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"589","Pyromaia cuspidata","Veracruz de Ignacio de la Llave","Cangrejo",1997,1997,"Presencia de Pyromaia cuspidata en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"590","Pyrosoma","Campeche","Pyrosoma",1983,1983,"Presencia de Pyrosoma en Campeche","Presencia de Pyrosoma en Campeche","Abundancia; Ecologia; Bentos; Historico; Pyrosoma"
"591","Rachycentron canadum","Tabasco","Actinopterigio,Cobia,",1997,1997,"Presencia de Rachycentron canadum en Tabasco","Presencia de Actinopterigio,Cobia, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Cobia,"
"592","Raja","Tabasco","Raya tigre,Elasmobranquio,",1997,1997,"Presencia de Raja en Tabasco","Presencia de Raya tigre,Elasmobranquio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Raya tigre,Elasmobranquio,"
"593","Raja texana","Campeche","Raya tigre,Elasmobranquio,",1988,1994,"Presencia de Raja texana en Campeche","Presencia de Raya tigre,Elasmobranquio, en Campeche","Abundancia; Ecologia; Bentos; Historico; Raya tigre,Elasmobranquio,"
"594","Raja texana","Tabasco","Raya tigre,Elasmobranquio,",1997,1997,"Presencia de Raja texana en Tabasco","Presencia de Raya tigre,Elasmobranquio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Raya tigre,Elasmobranquio,"
"595","Raja texana","Tamaulipas","Raya tigre,Elasmobranquio,",1990,1993,"Presencia de Raja texana en Tamaulipas","Presencia de Raya tigre,Elasmobranquio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Raya tigre,Elasmobranquio,"
"596","Raja texana","Veracruz de Ignacio de la Llave","Raya tigre,Elasmobranquio,",1988,1997,"Presencia de Raja texana en Veracruz de Ignacio de la Llave","Presencia de Raya tigre,Elasmobranquio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Raya tigre,Elasmobranquio,"
"597","Ranilia","Campeche","Cangrejo",1984,1984,"Presencia de Ranilia en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"598","Ranilia","Tabasco","Cangrejo",1997,1997,"Presencia de Ranilia en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"599","Ranilia","Tamaulipas","Cangrejo",1989,1993,"Presencia de Ranilia en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"600","Ranilia","Veracruz de Ignacio de la Llave","Cangrejo",1984,1995,"Presencia de Ranilia en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"601","Ranina","Tabasco","Cangrejo",1987,1987,"Presencia de Ranina en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"602","Ranina","Veracruz de Ignacio de la Llave","Cangrejo",1987,1987,"Presencia de Ranina en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"603","Raninoides","Campeche","Cangrejo",1983,1997,"Presencia de Raninoides en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"604","Raninoides","Tabasco","Cangrejo",1983,1997,"Presencia de Raninoides en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"605","Raninoides","Tamaulipas","Cangrejo",1989,1993,"Presencia de Raninoides en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"606","Raninoides","Veracruz de Ignacio de la Llave","Cangrejo",1987,1997,"Presencia de Raninoides en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"607","Raninoides","Yucatíçn","Cangrejo",1983,1983,"Presencia de Raninoides en Yucatíçn","Presencia de Cangrejo en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"608","Raninoides lamarcki","Campeche","Cangrejo",1988,1988,"Presencia de Raninoides lamarcki en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"609","Raninoides lamarcki","Tabasco","Cangrejo",1997,1997,"Presencia de Raninoides lamarcki en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"610","Raninoides lamarcki","Tamaulipas","Cangrejo",1990,1990,"Presencia de Raninoides lamarcki en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"611","Raninoides lamarcki","Veracruz de Ignacio de la Llave","Cangrejo",1987,1990,"Presencia de Raninoides lamarcki en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"612","Raninoides louisianensis","Campeche","Cangrejo",1984,1995,"Presencia de Raninoides louisianensis en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"613","Raninoides louisianensis","Tabasco","Cangrejo",1983,1997,"Presencia de Raninoides louisianensis en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"614","Raninoides louisianensis","Tamaulipas","Cangrejo",1989,1990,"Presencia de Raninoides louisianensis en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"615","Raninoides louisianensis","Veracruz de Ignacio de la Llave","Cangrejo",1984,1997,"Presencia de Raninoides louisianensis en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"616","Raymanninus schmitti","Tabasco","Cangrejo",1995,1995,"Presencia de Raymanninus schmitti en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"617","Raymanninus schmitti","Veracruz de Ignacio de la Llave","Cangrejo",1995,1995,"Presencia de Raymanninus schmitti en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"618","Rhinobatos","Tabasco","Guitarra,Elasmobranquio,Raya,",1997,1997,"Presencia de Rhinobatos en Tabasco","Presencia de Guitarra,Elasmobranquio,Raya, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Guitarra,Elasmobranquio,Raya,"
"619","Rhinobatos","Veracruz de Ignacio de la Llave","Guitarra,Elasmobranquio,Raya,",1987,1987,"Presencia de Rhinobatos en Veracruz de Ignacio de la Llave","Presencia de Guitarra,Elasmobranquio,Raya, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Guitarra,Elasmobranquio,Raya,"
"620","Rhinobatos lentiginosus","Tamaulipas","Raya diablito,Elasmobranquio,",1990,1990,"Presencia de Rhinobatos lentiginosus en Tamaulipas","Presencia de Raya diablito,Elasmobranquio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Raya diablito,Elasmobranquio,"
"621","Rhizophora mangle","Tabasco","Manglar rojo",1997,1997,"Presencia de Rhizophora mangle en Tabasco","Presencia de Manglar rojo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Manglar rojo"
"622","Rhomboplites aurorubens","Tabasco","Actinopterigio,Besugo,",1997,1997,"Presencia de Rhomboplites aurorubens en Tabasco","Presencia de Actinopterigio,Besugo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Besugo,"
"623","Rimapenaeus similis","Campeche","Camarí_n",1983,1988,"Presencia de Rimapenaeus similis en Campeche","Presencia de Camarí_n en Campeche","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"624","Rimapenaeus similis","Tabasco","Camarí_n",1983,1997,"Presencia de Rimapenaeus similis en Tabasco","Presencia de Camarí_n en Tabasco","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"625","Rimapenaeus similis","Tamaulipas","Camarí_n",1987,1990,"Presencia de Rimapenaeus similis en Tamaulipas","Presencia de Camarí_n en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"626","Rimapenaeus similis","Veracruz de Ignacio de la Llave","Camarí_n",1983,1989,"Presencia de Rimapenaeus similis en Veracruz de Ignacio de la Llave","Presencia de Camarí_n en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"627","Robertsella mystica","Campeche","Cangrejo",1987,1987,"Presencia de Robertsella mystica en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
