"","MMID","Short_Title","Keywords","Author","Institution","Dataset_Available","Subject_name","Area","Region","Location","Start_Year","End_Year","Data_Time_Points","Unit_Type","Temporal_Resolution","Spatial_Resolution","Dataset_Title","Compilation_Title","Publication_Year","Reference","Available_Metadata","Metadata_name","User_Contact","Institution_Type","Research_Fund","Research_Field","SE_Interaction","Data_Uncertanty","Notes","Lat","Long"
"808",12692,"Personal ocupado total, pesca y acuicultura, Ixhuatlan del Cafe, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Ixhuatlan del Cafe",1998,2008,2,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"809",12693,"Personal ocupado total, pesca y acuicultura, Ixhuatlan del Sureste, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Ixhuatlan del Sureste",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"810",12694,"Personal ocupado total, pesca y acuicultura, Ixmatlahuacan, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Ixmatlahuacan",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"811",12695,"Personal ocupado total, pesca y acuicultura, Xalapa, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Xalapa",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"812",12696,"Personal ocupado total, pesca y acuicultura, Jalcomulco, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Jalcomulco",1998,2008,2,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"813",12697,"Personal ocupado total, pesca y acuicultura, Jaltipan, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Jaltipan",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"814",12698,"Personal ocupado total, pesca y acuicultura, Jamapa, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Jamapa",1998,2008,2,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"815",12699,"Personal ocupado total, pesca y acuicultura, Jesus Carranza, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Jesus Carranza",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"816",12700,"Personal ocupado total, pesca y acuicultura, Xico, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Xico",1998,2008,2,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"817",12701,"Personal ocupado total, pesca y acuicultura, Juan Rodriguez Clara, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Juan Rodriguez Clara",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"818",12702,"Personal ocupado total, pesca y acuicultura, Juchique de Ferrer, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Juchique de Ferrer",1998,2008,2,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"819",12703,"Personal ocupado total, pesca y acuicultura, Lerdo de Tejada, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Lerdo de Tejada",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"820",12704,"Personal ocupado total, pesca y acuicultura, Mariano Escobedo, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Mariano Escobedo",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"821",12705,"Personal ocupado total, pesca y acuicultura, Martinez de la Torre, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Martinez de la Torre",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"822",12706,"Personal ocupado total, pesca y acuicultura, Mecayapan, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Mecayapan",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"823",12707,"Personal ocupado total, pesca y acuicultura, Medellin, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Medellin",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"824",12708,"Personal ocupado total, pesca y acuicultura, Las Minas, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Las Minas",1998,2008,2,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"825",12709,"Personal ocupado total, pesca y acuicultura, Minatitlan, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Minatitlan",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"826",12710,"Personal ocupado total, pesca y acuicultura, Misantla, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Misantla",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"827",12711,"Personal ocupado total, pesca y acuicultura, Nautla, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Nautla",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"828",12712,"Personal ocupado total, pesca y acuicultura, Oluta, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Oluta",1998,2008,2,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"829",12713,"Personal ocupado total, pesca y acuicultura, Orizaba, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Orizaba",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"830",12714,"Personal ocupado total, pesca y acuicultura, Otatitlan, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Otatitlan",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"831",12715,"Personal ocupado total, pesca y acuicultura, Ozuluama de Mascarenas, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Ozuluama de Mascarenas",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"832",12716,"Personal ocupado total, pesca y acuicultura, Pajapan, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Pajapan",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"833",12717,"Personal ocupado total, pesca y acuicultura, Panuco, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Panuco",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"834",12718,"Personal ocupado total, pesca y acuicultura, Papantla, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Papantla",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"835",12719,"Personal ocupado total, pesca y acuicultura, Paso de Ovejas, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Paso de Ovejas",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"836",12720,"Personal ocupado total, pesca y acuicultura, Platon Sanchez, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Platon Sanchez",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"837",12721,"Personal ocupado total, pesca y acuicultura, Playa Vicente, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Playa Vicente",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"838",12722,"Personal ocupado total, pesca y acuicultura, Poza Rica de Hidalgo, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Poza Rica de Hidalgo",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"839",12723,"Personal ocupado total, pesca y acuicultura, Pueblo Viejo, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Pueblo Viejo",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"840",12724,"Personal ocupado total, pesca y acuicultura, Puente Nacional, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Puente Nacional",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"841",12725,"Personal ocupado total, pesca y acuicultura, Rafael Delgado, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Rafael Delgado",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"842",12726,"Personal ocupado total, pesca y acuicultura, Los Reyes, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Los Reyes",1998,2008,2,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"843",12727,"Personal ocupado total, pesca y acuicultura, Rio Blanco, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Rio Blanco",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"844",12728,"Personal ocupado total, pesca y acuicultura, Saltabarranca, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Saltabarranca",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"845",12729,"Personal ocupado total, pesca y acuicultura, San Andres Tuxtla, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","San Andres Tuxtla",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"846",12730,"Personal ocupado total, pesca y acuicultura, San Juan Evangelista, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","San Juan Evangelista",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"847",12731,"Personal ocupado total, pesca y acuicultura, Santiago Tuxtla, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Santiago Tuxtla",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"848",12732,"Personal ocupado total, pesca y acuicultura, Sayula de Aleman, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Sayula de Aleman",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"849",12733,"Personal ocupado total, pesca y acuicultura, Soledad de Doblado, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Soledad de Doblado",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"850",12734,"Personal ocupado total, pesca y acuicultura, Soteapan, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Soteapan",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"851",12735,"Personal ocupado total, pesca y acuicultura, Tamalin, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Tamalin",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"852",12736,"Personal ocupado total, pesca y acuicultura, Tamiahua, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Tamiahua",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"853",12737,"Personal ocupado total, pesca y acuicultura, Tampico Alto, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Tampico Alto",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
