MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Notes,Lat,Long
2930,Distribucion de Cladophora laetevirens en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora laetevirens,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2931,Distribucion de Cladophora lehmanniana en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora lehmanniana,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2932,Distribucion de Cladophora liebetruthii en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora liebetruthii,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2933,Distribucion de Cladophora liniformis en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora liniformis,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2934,Distribucion de Cladophora macdougalii en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora macdougalii,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2935,Distribucion de Cladophora microcladioides en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora microcladioides,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2936,Distribucion de Cladophora montagneana en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora montagneana,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2937,Distribucion de Cladophora nigrescens en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora nigrescens,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2938,Distribucion de Cladophora okamurae en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora okamurae,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2939,Distribucion de Cladophora perpusilla en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora perpusilla,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2940,Distribucion de Cladophora prolifera en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora prolifera,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2941,Distribucion de Cladophora rivularis en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora rivularis,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2942,Distribucion de Cladophora sericea en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora sericea,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2943,Distribucion de Cladophora stimpsonii en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora stimpsonii,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2944,Distribucion de Cladophora tiburonensis en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora tiburonensis,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2945,Distribucion de Cladophora vagabunda en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora vagabunda,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2946,Distribucion de Cladophora verticillata en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora verticillata,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2947,Distribucion de Lola lubrica en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Lola lubrica,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2948,Distribucion de Rhizoclonium africanum en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Rhizoclonium africanum,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2949,Distribucion de Rhizoclonium hieroglyphicum en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Rhizoclonium hieroglyphicum,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2950,Distribucion de Rhizoclonium riparium (riparium) en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Rhizoclonium riparium (riparium),Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2951,Distribucion de Rhizoclonium riparium (implexum) en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Rhizoclonium riparium (implexum),Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2952,Distribucion de Rhizoclonium tortuosum en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Rhizoclonium tortuosum,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2953,Distribucion de Urospora wormskioldii en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Urospora wormskioldii,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2954,Distribucion de Boodlea composita en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Boodlea composita,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2955,Distribucion de Cladophoropsis gracillima en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophoropsis gracillima,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2956,Distribucion de Cladophoropsis macromeres en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophoropsis macromeres,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2957,Distribucion de Cladophoropsis membranacea en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophoropsis membranacea,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2958,Distribucion de Cladophoropsis sundanensis en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophoropsis sundanensis,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2959,Distribucion de Dictyosphaeria australis en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Dictyosphaeria australis,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2960,Distribucion de Dictyosphaeria cavernosa en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Dictyosphaeria cavernosa,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2961,Distribucion de Dictyosphaeria versluysii en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Dictyosphaeria versluysii,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2962,Distribucion de Phyllodictyon anastomosans en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Phyllodictyon anastomosans,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2963,Distribucion de Phyllodictyon pulcherrimum en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Phyllodictyon pulcherrimum,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
