Genus,Species,Common_synonyns,Inicio,Fin ,Key,Inicio_II,Key_II
Holothuria,languens,Semperothuria languens; Holothuria imitans of Theel 1886,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuria,leucospilota,Stichopus leucospilota; Mertensiothuria leucospilota; Holothuria fusco-rubra; Holothuria lamperti; H,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuria,lubrica,Selenkothuria lubrica; Holothuria pseudo-lubrica; Holothuria glaberrima - Pacific records,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuria,maccullochi,Irenothuria maccullochi,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuria,paraprinceps,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuria,pardalis,Lessonothuria pardalis; Holothuria insignis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuria,portovallartensis,"Selenkothuria portovallartensis; Holothuria marenzelleri var. theeli Deichmann, 1938 (part)",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuria,rigida,Fossothuria rigida; Holothuria rigida f. atypica,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuria,theeli,Holothuria marenzelleri var. theeli (part); Selenkothuria theeli; Holothuria atra; Holothuria marenz,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuria,zacae,Vaneyothuria zacae,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Holothuriophilus,traspeziformis,,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Homalopoma,clippertonense,,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Homalopoma,grippii,,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hormospira,maculosa,Pleurotoma maculosa,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyale,californica,Hyale graicornis californica,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyale,guasave,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyale,yaqui,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyale,zuaque,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyalinoecia,juvenalis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyalocylis,striata,"; Hyalocylis compressa Eschscholtz, 1829; H. zonata Chiaje, 1841; H. annulata Deshayes, 1853",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyatella,intestinalis,Spongia instestinalis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hydractinia,quadrigemina,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hydroides,cruciger,Hydroides (Eucarphus) crucigera,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hydroides,diramphus,"Hidroides lunulifera Fauvel, 1953",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hydroides,similis,"Eupomatus similis Treadwell, 1929",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hydroides,recurvispina,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hydroides,tenhovei,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hydroides,brachyacanthus,"Hydroides brachyacantha Rioja, 1941",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hydroides,elegans,Eupomatus elegans,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hydroides,humilis,Eupomatus humilis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hymeniacidon,rubiginosa,Thieleia rubiginosa,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hymeniacidon,sinapium,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hymeniacidon,adreissiformis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyotissa,hyotis,"Ostrea fisheri, Dall, 1914; Ostrea jacobacea Rochebrune, 1895 (not Line?, 1758)",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyperiietta,luzoni,Hyperia luzoni,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyperiietta,stebbingi,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyperiietta,stephenseni,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyperiietta,vosseleri,Hyperia vosseleri,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyperioides,longipes,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyperioides,sibaginis,Hyperia sibaginis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hypoconcha,californiensis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hypoconcha,panamensis,"Hypoconcha digueti Bouvier, 1898; Hypoconcha peruviana Rathbun, 1910",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hypoconcha,lowei,,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hypselodoris,agassizii,"Chromodoris agassizii; C. Aegialia Bergh, 1904",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hypselodoris,californiensis,"Chromodoris californiensis; C. Calensis Bergh, 1879; C. Glauca Bergh, 1979 (nom. Nud.)",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hypselodoris,ghiselini,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hyrtios,hancocki,Halme hancocki,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Hysteroconcha,multispinosus,"Pitar multispinosus; Cytherea multispinosa; Callista longispina M?rch, 1861",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Idanthyrsus,pennatus,Sabellaria (Pallasia) pennata,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Idotea,metallica,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Idotea,urotoma,Idotea rectilinea; Cleantis heathii,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iliacantha,hancocki,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iliacantha,schmitti,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Imaclava,pilsbryi,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Imaclava,unimaculata,"Clathrodrillia unimaculata; Clavus pembertoni Lowe, 1935; I. ima Bartsch, 1944",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Immergentia,californica,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Inachoides,laevis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Inuda,luarna,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iophon,pattersoni,Halichoria pattersoni; Iophon lamella; Iophon ientatus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iphigenia,altior,"Capsa altior; Iphigenia ambigua Bertin, 1881",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iphione,ovata,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iredalea,ella,Brephodrillia ella,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iredalea,perfecta,Brephodrillia perfectus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iridopagurus,occidentalis,Spiropagurus occidentalis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iridopagurus,haifai,,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iridopagurus,haigai,,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Irus,ellipticus,"Petricola elliptica; P. solida Sowerby, 1834; P. solidula Sowerby, 1855; Venerupis foliacea Deshayes",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Isarachnanthus,panamensis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ischnochiton,carolianus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ischnochiton,chaceorum,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ischnochiton,guatemalensis,"Ischnochiton eucosmius Dall, 1919; Radsiella guatemalensis (Thiele, 1910)",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ischnochiton,muscarius,Chiton muscarius,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ischnochiton,tridentatus,"Ischnochiton tridentata; Ischnochiton aethalotus Dall, 1919; Radsiella tridentata Pilsbry, 1893",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iselica,kochi,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Iselica,ovoidea,"Narica ovoidea; Iselica fenestrata (Carpenter, 1864)",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Isocheles,pacificus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Isocyamus,delphinii,"Cyamus delphinii; C. globicipitis Lutken, 1870",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Isognomon,janus,"Perna anomioides Reeve, 1858",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Isognomon,recognitus,"Perna recognita; Isognomon quadrangularis Emerson, 1878; I. quadratus Anton, 1837",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Isolda,pulchella,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Isorobitella,trigonalis,Lasea trigonalis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Isostichopus,fuscus,Stichopus fuscus; Stichopus badionotus del Pacifico,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ithycythara,penelope,Cytharella penelope,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ividella,mendozae,Odostomia (Ividella) meozae,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ividella,navisa,Odostomia navisa,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ividella,ulloana,Odostomia ulloana,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Ividella,notabilis,"Rissoa notabilis; Cingula turrita C. B. Adams, 1852; Parthenia quinquecincta Carpenter, 1857",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Janaria,mirabilis,,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
