"Region","Campo","Area","Regions","Key","Title","Keywords"
"Marina Suroeste","Akpul","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Akpul","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Alak","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Alak","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Alux","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Alux","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Amoca","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Amoca","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Ayin","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Ayin","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Batab","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Batab","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Bolontiku","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Bolontiku","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Caan","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Caan","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Che","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Che","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Chuc","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Chuc","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Chuhuk","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Chuhuk","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Chukua","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Chukua","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Citam","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Citam","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Etkal","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Etkal","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hap","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Hap","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hayabil","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Hayabil","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hem","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Hem","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hokchi","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Hokchi","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Homol","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Homol","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Ichalkil","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Ichalkil","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Isiw","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Isiw","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Itla","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Itla","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Ixtal","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Ixtal","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kab","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kab","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kach","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kach","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kanaab","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kanaab","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kastelan","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kastelan","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kax","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kax","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kay","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kay","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kix","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kix","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kopo","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kopo","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kuil","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kuil","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kunah","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Kunah","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Lakach","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Lakach","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Lalail","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Lalail","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Leek","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Leek","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Makech","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Makech","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Manik","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Manik","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","May","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en May","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Men","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Men","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Mison","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Mison","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Mizton","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Mizton","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nak","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Nak","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Namaca","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Namaca","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nat","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Nat","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nen","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Nen","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Noxal","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Noxal","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Och","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Och","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Onel","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Onel","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Piklis","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Piklis","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Poctli","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Poctli","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Pokoch","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Pokoch","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Pol","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Pol","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Sinan","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Sinan","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tabscoob","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Tabscoob","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Taratunich","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Taratunich","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tecoalli","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Tecoalli","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Teekit","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Teekit","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Thel","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Thel","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tlacame","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Tlacame","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Toloc","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Toloc","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tsimin","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Tsimin","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tumut","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Tumut","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Uchak","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Uchak","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Uech","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Uech","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Wayil","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Wayil","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Winak","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Winak","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xanab","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Xanab","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xaxamani","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Xaxamani","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xicope","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Xicope","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xulum","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Xulum","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xux","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Xux","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Yaxche","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Yaxche","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Yetic","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Yetic","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Yum","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Yum","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Akal","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Akal","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ayatsil","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Ayatsil","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Bacab","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Bacab","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Baksha","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Baksha","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Balam","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Balam","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Chac","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Chac","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Chapabil","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Chapabil","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ek","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Ek","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ixtoc","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Ixtoc","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Kambesah","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Kambesah","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Kayab","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Kayab","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ku","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Ku","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Kutz","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Kutz","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Lum","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Lum","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Maloob","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Maloob","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Mene","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Mene","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Nab","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Nab","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Nohoch","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Nohoch","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Numan","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Numan","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Pit","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Pit","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Pohp","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Pohp","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Sihil","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Sihil","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Takin","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Takin","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Tekel","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Tekel","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Tson","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Tson","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Utan","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Utan","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Utsil","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Utsil","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Zaap","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Zaap","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Zazil-Ha","Atlantic","W. G. of Mexico","Gas_Seco","Reserva Remanente de Gas seco en Zazil-Ha","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Abkatun","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Abkatun","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Akpul","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Akpul","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Alak","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Alak","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Alux","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Alux","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Amoca","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Amoca","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Ayin","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Ayin","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Batab","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Batab","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Bolontiku","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Bolontiku","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Caan","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Caan","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Che","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Che","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Chuc","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Chuc","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Chuhuk","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Chuhuk","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Chukua","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Chukua","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Citam","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Citam","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Etkal","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Etkal","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hap","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Hap","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hayabil","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Hayabil","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hem","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Hem","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hokchi","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Hokchi","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Homol","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Homol","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Ichalkil","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Ichalkil","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Isiw","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Isiw","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Itla","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Itla","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Ixtal","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Ixtal","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kab","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kab","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kach","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kach","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kanaab","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kanaab","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kastelan","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kastelan","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kax","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kax","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kay","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kay","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kix","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kix","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kopo","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kopo","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kuil","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kuil","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kunah","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Kunah","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Lakach","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Lakach","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Lalail","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Lalail","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Leek","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Leek","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Makech","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Makech","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Manik","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Manik","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","May","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en May","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Men","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Men","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Mison","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Mison","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Mizton","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Mizton","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nak","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Nak","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Namaca","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Namaca","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nat","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Nat","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nen","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Nen","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Noxal","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Noxal","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Och","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Och","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Onel","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Onel","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Piklis","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Piklis","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Poctli","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Poctli","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Pokoch","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Pokoch","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Pol","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Pol","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Sinan","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Sinan","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tabscoob","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Tabscoob","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Taratunich","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Taratunich","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tecoalli","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Tecoalli","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Teekit","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Teekit","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Thel","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Thel","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tlacame","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Tlacame","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Toloc","Pacific","South Pacific","Gas_Seco","Reserva Remanente de Gas seco en Toloc","Gas_Seco; Posible; Probable; Probada; MMb; Barriles"
