"","TituloI","TituloII","Keywords","Subject"
"1545","Distribucion de Glycera oxycephala en el golfo de California","Clasificacion Taxonomica Completa de Glycera oxycephala","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Glycera oxycephala"
"1546","Distribucion de Glycera papillosa en el golfo de California","Clasificacion Taxonomica Completa de Glycera papillosa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Glycera papillosa"
"1547","Distribucion de Glycera robusta en el golfo de California","Clasificacion Taxonomica Completa de Glycera robusta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Glycera longissima Hartman, 1940","Glycera robusta"
"1548","Distribucion de Glycera rouxi en el golfo de California","Clasificacion Taxonomica Completa de Glycera rouxi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Glycera rouxi"
"1549","Distribucion de Glycera sphyrabrancha en el golfo de California","Clasificacion Taxonomica Completa de Glycera sphyrabrancha","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Glycera sphyrabrancha"
"1550","Distribucion de Glycera tesselata en el golfo de California","Clasificacion Taxonomica Completa de Glycera tesselata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Glycera tesselata"
"1551","Distribucion de Glycinde armigera en el golfo de California","Clasificacion Taxonomica Completa de Glycinde armigera","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Glycinde armigera"
"1552","Distribucion de Glycinde polygnatha en el golfo de California","Clasificacion Taxonomica Completa de Glycinde polygnatha","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Glycinde polygnatha"
"1553","Distribucion de Glycinde solitaria en el golfo de California","Clasificacion Taxonomica Completa de Glycinde solitaria","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Goniada solitaria","Glycinde solitaria"
"1554","Distribucion de Glycymeris delessertii en el golfo de California","Clasificacion Taxonomica Completa de Glycymeris delessertii","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Pectunculus delessertii","Glycymeris delessertii"
"1555","Distribucion de Glycymeris gigantea en el golfo de California","Clasificacion Taxonomica Completa de Glycymeris gigantea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Pectunculus giganteus","Glycymeris gigantea"
"1556","Distribucion de Glycymeris inaequalis en el golfo de California","Clasificacion Taxonomica Completa de Glycymeris inaequalis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Pectunculus inaequalis; Pectunculus assimilis Sowerby, 1833","Glycymeris inaequalis"
"1557","Distribucion de Glycymeris maculata en el golfo de California","Clasificacion Taxonomica Completa de Glycymeris maculata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Pectunculus maculatus","Glycymeris maculata"
"1558","Distribucion de Glyphostoma neglecta en el golfo de California","Clasificacion Taxonomica Completa de Glyphostoma neglecta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Clavatula neglecta; Defrancia intercalaris Carpenter, 1856; Clathurella aurea Carpenter, 1857","Glyphostoma neglecta"
"1559","Distribucion de Glyphostoma thalassoma en el golfo de California","Clasificacion Taxonomica Completa de Glyphostoma thalassoma","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Glyphostoma thalassoma"
"1560","Distribucion de Glyphostoma candida en el golfo de California","Clasificacion Taxonomica Completa de Glyphostoma candida","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Clavatula caida; G. partefilosa Dall, 1919","Glyphostoma candida"
"1561","Distribucion de Glyptaesopus xenicus en el golfo de California","Clasificacion Taxonomica Completa de Glyptaesopus xenicus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Aesopus xenicus","Glyptaesopus xenicus"
"1562","Distribucion de Glyptaesopus phylira en el golfo de California","Clasificacion Taxonomica Completa de Glyptaesopus phylira","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Philbertia (Nannodiella) phylira; Philbertai amyela Dall, 1919","Glyptaesopus phylira"
"1563","Distribucion de Glyptoplax consagae en el golfo de California","Clasificacion Taxonomica Completa de Glyptoplax consagae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Glyptoplax consagae"
"1564","Distribucion de Glyptoxanthus meandricus en el golfo de California","Clasificacion Taxonomica Completa de Glyptoxanthus meandricus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Actaea mearica; Glyptoxanthus felipensis Rathbun, 1933","Glyptoxanthus meandricus"
"1565","Distribucion de Gnathophyllum panamense en el golfo de California","Clasificacion Taxonomica Completa de Gnathophyllum panamense","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Gnathophyllum panamense"
"1566","Distribucion de Goniada acicula en el golfo de California","Clasificacion Taxonomica Completa de Goniada acicula","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Goniada acicula"
"1567","Distribucion de Goniada annulata en el golfo de California","Clasificacion Taxonomica Completa de Goniada annulata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Goniada annulata"
"1568","Distribucion de Goniada brunnea en el golfo de California","Clasificacion Taxonomica Completa de Goniada brunnea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Goniada brunnea"
"1569","Distribucion de Goniada littorea en el golfo de California","Clasificacion Taxonomica Completa de Goniada littorea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Goniada littorea"
"1570","Distribucion de Goniadella gracilis en el golfo de California","Clasificacion Taxonomica Completa de Goniadella gracilis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Eone gracilis","Goniadella gracilis"
"1571","Distribucion de Goniopsis pulchra en el golfo de California","Clasificacion Taxonomica Completa de Goniopsis pulchra","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Goniograpsus pulcher; Goniopsis cruentata pulchra Lockington, 1877","Goniopsis pulchra"
"1572","Distribucion de Gonopanope angusta en el golfo de California","Clasificacion Taxonomica Completa de Gonopanope angusta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Xanthodes angustus","Gonopanope angusta"
"1573","Distribucion de Gonopanope areolata en el golfo de California","Clasificacion Taxonomica Completa de Gonopanope areolata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Micropanope areolata","Gonopanope areolata"
"1574","Distribucion de Gonopanope nitida en el golfo de California","Clasificacion Taxonomica Completa de Gonopanope nitida","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Micropanope nitida","Gonopanope nitida"
"1575","Distribucion de Gonothyraea gracilis en el golfo de California","Clasificacion Taxonomica Completa de Gonothyraea gracilis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Laomedea gracilis","Gonothyraea gracilis"
"1576","Distribucion de Gouldia californica en el golfo de California","Clasificacion Taxonomica Completa de Gouldia californica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Gafrarium stephensae Jordan, 1936","Gouldia californica"
"1577","Distribucion de Grandiarca grandis en el golfo de California","Clasificacion Taxonomica Completa de Grandiarca grandis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Arca grais; Arca quadrilatera Sowerby, 1833; Anadara (Graiarca) grais (Broderip & Sowerby, 182","Grandiarca grandis"
"1578","Distribucion de Granula polita en el golfo de California","Clasificacion Taxonomica Completa de Granula polita","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Marginella polita; Marginella morchii Redfield, 1870, new name for Gibberula coniformis M?rch, 1860","Granula polita"
"1579","Distribucion de Granula subtrigona en el golfo de California","Clasificacion Taxonomica Completa de Granula subtrigona","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Marginella subtrigona; Marginella regularis Carpenter, 1864; M. oldroydae Jordan, 1926","Granula subtrigona"
"1580","Distribucion de Granulina margaritula en el golfo de California","Clasificacion Taxonomica Completa de Granulina margaritula","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Marginella margaritula; Volutella pyriformis Carpenter, 1864","Granulina margaritula"
"1581","Distribucion de Grapsus grapsus en el golfo de California","Clasificacion Taxonomica Completa de Grapsus grapsus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Cancer grapsus; Grapsus ornatus Milne Edwards, 1853; Grapsus altifrons Stimpson, 1860; Grapsus jumpi","Grapsus grapsus"
"1582","Distribucion de Graptacme inversum en el golfo de California","Clasificacion Taxonomica Completa de Graptacme inversum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Dentalium inversum","Graptacme inversum"
"1583","Distribucion de Graptacme semipolita en el golfo de California","Clasificacion Taxonomica Completa de Graptacme semipolita","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Dentalium semipolitum; Dentalium liratum Carpenter, 1857; Dentalium lirulatum M?rch, 1860; Dentalium","Graptacme semipolita"
"1584","Distribucion de Gregariella chenui en el golfo de California","Clasificacion Taxonomica Completa de Gregariella chenui","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Mytilus chenui; Mytilis chenuanus Orbigny, 1846; Mytilis fontaineaus Orbigny, 1846","Gregariella chenui"
"1585","Distribucion de Gregariella coralliophaga en el golfo de California","Clasificacion Taxonomica Completa de Gregariella coralliophaga","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Crenella coralliophaga; Crenella coarctata Carpenter, 1857","Gregariella coralliophaga"
"1586","Distribucion de Gregariella denticulata en el golfo de California","Clasificacion Taxonomica Completa de Gregariella denticulata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Modioloaria denticulata","Gregariella denticulata"
"1587","Distribucion de Grippina californica en el golfo de California","Clasificacion Taxonomica Completa de Grippina californica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Grippina berryana Keen, 1971","Grippina californica"
"1588","Distribucion de Grubeulepis mexicana en el golfo de California","Clasificacion Taxonomica Completa de Grubeulepis mexicana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Eulephetus mexicanus","Grubeulepis mexicana"
"1589","Distribucion de Gyptis arenicolus en el golfo de California","Clasificacion Taxonomica Completa de Gyptis arenicolus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Oxydromus arenicolus glabrus","Gyptis arenicolus"
"1590","Distribucion de Gyptis brevipalpa en el golfo de California","Clasificacion Taxonomica Completa de Gyptis brevipalpa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Oxydromus brevipalpa","Gyptis brevipalpa"
"1591","Distribucion de Halecium beani en el golfo de California","Clasificacion Taxonomica Completa de Halecium beani","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Thoa beani","Halecium beani"
"1592","Distribucion de Halecium bermudense en el golfo de California","Clasificacion Taxonomica Completa de Halecium bermudense","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium bermudense"
"1593","Distribucion de Halecium corrugatum en el golfo de California","Clasificacion Taxonomica Completa de Halecium corrugatum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium corrugatum"
"1594","Distribucion de Halecium fasciculatum en el golfo de California","Clasificacion Taxonomica Completa de Halecium fasciculatum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium fasciculatum"
"1595","Distribucion de Halecium flexile en el golfo de California","Clasificacion Taxonomica Completa de Halecium flexile","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium flexile"
"1596","Distribucion de Halecium flexum en el golfo de California","Clasificacion Taxonomica Completa de Halecium flexum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium flexum"
"1597","Distribucion de Halecium gracile en el golfo de California","Clasificacion Taxonomica Completa de Halecium gracile","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium gracile"
"1598","Distribucion de Halecium halecinum en el golfo de California","Clasificacion Taxonomica Completa de Halecium halecinum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Sertularia halecina","Halecium halecinum"
"1599","Distribucion de Halecium insolens en el golfo de California","Clasificacion Taxonomica Completa de Halecium insolens","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium insolens"
"1600","Distribucion de Halecium muricatum en el golfo de California","Clasificacion Taxonomica Completa de Halecium muricatum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium muricatum"
"1601","Distribucion de Halecium nanum en el golfo de California","Clasificacion Taxonomica Completa de Halecium nanum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium nanum"
"1602","Distribucion de Halecium parvulum en el golfo de California","Clasificacion Taxonomica Completa de Halecium parvulum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium parvulum"
"1603","Distribucion de Halecium regulare en el golfo de California","Clasificacion Taxonomica Completa de Halecium regulare","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium regulare"
"1604","Distribucion de Halecium tenellum en el golfo de California","Clasificacion Taxonomica Completa de Halecium tenellum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium tenellum"
"1605","Distribucion de Halecium tenue en el golfo de California","Clasificacion Taxonomica Completa de Halecium tenue","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halecium tenue"
"1606","Distribucion de Halichondria cf. panicea en el golfo de California","Clasificacion Taxonomica Completa de Halichondria cf. panicea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Spongia panicea","Halichondria cf. panicea"
"1607","Distribucion de Haliclona sonorensis en el golfo de California","Clasificacion Taxonomica Completa de Haliclona sonorensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Haliclona sonorensis"
"1608","Distribucion de Haliclona caerulea en el golfo de California","Clasificacion Taxonomica Completa de Haliclona caerulea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Sigmadocia caerulea","Haliclona caerulea"
"1609","Distribucion de Haliclona cf. hogarthi en el golfo de California","Clasificacion Taxonomica Completa de Haliclona cf. hogarthi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Haliclona cf. permolis","Haliclona cf. hogarthi"
"1610","Distribucion de Haliclona cf. palmata en el golfo de California","Clasificacion Taxonomica Completa de Haliclona cf. palmata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Not Spongia palmata (= Isodictya palmata)","Haliclona cf. palmata"
"1611","Distribucion de Halipstrepta myrae en el golfo de California","Clasificacion Taxonomica Completa de Halipstrepta myrae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Periploma myrae","Halipstrepta myrae"
"1612","Distribucion de Haliris aequacostata en el golfo de California","Clasificacion Taxonomica Completa de Haliris aequacostata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Verticordia aequacostata","Haliris aequacostata"
"1613","Distribucion de Halisarca cf. sacra en el golfo de California","Clasificacion Taxonomica Completa de Halisarca cf. sacra","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halisarca cf. sacra"
"1614","Distribucion de Halodakra subtrigona en el golfo de California","Clasificacion Taxonomica Completa de Halodakra subtrigona","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Circe subtrigona","Halodakra subtrigona"
"1615","Distribucion de Halosydna brevisetosa en el golfo de California","Clasificacion Taxonomica Completa de Halosydna brevisetosa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Polynoe brevisetosa Johnson, 1897; Lepidonotus insignis Baird, 1863; Halosydna insignis Moore, 1908","Halosydna brevisetosa"
"1616","Distribucion de Halosydna fuscomarmorata en el golfo de California","Clasificacion Taxonomica Completa de Halosydna fuscomarmorata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Polynoe fuscomarmorata","Halosydna fuscomarmorata"
"1617","Distribucion de Halosydna glabra en el golfo de California","Clasificacion Taxonomica Completa de Halosydna glabra","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Halosydna glabra"
"1618","Distribucion de Halosydna johnsoni en el golfo de California","Clasificacion Taxonomica Completa de Halosydna johnsoni","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Halosydna californica (Johnson, 1901)","Halosydna johnsoni"
"1619","Distribucion de Haminoea angelensis en el golfo de California","Clasificacion Taxonomica Completa de Haminoea angelensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Bulla angelensis","Haminoea angelensis"
"1620","Distribucion de Haminoea vesicula en el golfo de California","Clasificacion Taxonomica Completa de Haminoea vesicula","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Bulla (Haminoea) angelensis","Haminoea vesicula"
"1621","Distribucion de Haminoea virescens en el golfo de California","Clasificacion Taxonomica Completa de Haminoea virescens","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion H. cymbiformis Carpenter, 1857; H. Strongi Baker & Hanna, 1927","Haminoea virescens"
"1622","Distribucion de Hanleyella oldroydi en el golfo de California","Clasificacion Taxonomica Completa de Hanleyella oldroydi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Lepidopleurus oldroydii","Hanleyella oldroydi"
"1623","Distribucion de Hapalocarcinus marsupialis en el golfo de California","Clasificacion Taxonomica Completa de Hapalocarcinus marsupialis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hapalocarcinus marsupialis"
"1624","Distribucion de Haplocochlias cyclophoreus en el golfo de California","Clasificacion Taxonomica Completa de Haplocochlias cyclophoreus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Haplocochlias cyclophoreus"
"1625","Distribucion de Haplocochlias lucasensis en el golfo de California","Clasificacion Taxonomica Completa de Haplocochlias lucasensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Haplocochlias lucasensis"
"1626","Distribucion de Haploscoloplos elongatus en el golfo de California","Clasificacion Taxonomica Completa de Haploscoloplos elongatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Scoloplos elongata","Haploscoloplos elongatus"
"1627","Distribucion de Haplosyllis spongicola en el golfo de California","Clasificacion Taxonomica Completa de Haplosyllis spongicola","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Haplosyllis spongicola"
"1628","Distribucion de Haplosyllis spongicola en el golfo de California","Clasificacion Taxonomica Completa de Haplosyllis spongicola","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Syllis spongicola","Haplosyllis spongicola"
"1629","Distribucion de Harmothoe hirsuta en el golfo de California","Clasificacion Taxonomica Completa de Harmothoe hirsuta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Harmothoe hirsuta"
"1630","Distribucion de Harpa crenata en el golfo de California","Clasificacion Taxonomica Completa de Harpa crenata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion H. scriba Valenciennes, 1832; H. rivoliana Lesson, 1834","Harpa crenata"
"1631","Distribucion de Harpiliopsis depressa en el golfo de California","Clasificacion Taxonomica Completa de Harpiliopsis depressa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Harpilius depressus","Harpiliopsis depressa"
"1632","Distribucion de Harvella elegans en el golfo de California","Clasificacion Taxonomica Completa de Harvella elegans","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Mactra elegans; Harvella pacifica Conrad, 1867; Raeta maxima Li, 1930; Mactra estrellana Olsson, 192","Harvella elegans"
"1633","Distribucion de Hastula albula en el golfo de California","Clasificacion Taxonomica Completa de Hastula albula","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Terebra albula; ?Terebra (Hastula) casta var. Natalensis E.A. Smith, 1903","Hastula albula"
"1634","Distribucion de Hastula cinerea en el golfo de California","Clasificacion Taxonomica Completa de Hastula cinerea","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Terebra luctuosa His, 1844; T. Laurina His, 1844; T. jaimacensis C.B. Adams, 1852","Hastula cinerea"
"1635","Distribucion de Haustellotyphys cumingii en el golfo de California","Clasificacion Taxonomica Completa de Haustellotyphys cumingii","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Typhis cumingii","Haustellotyphys cumingii"
"1636","Distribucion de Haustellum elenensis en el golfo de California","Clasificacion Taxonomica Completa de Haustellum elenensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex elenensis; Murex plicatus Sowerby, 1840","Haustellum elenensis"
"1637","Distribucion de Haustellum lividus en el golfo de California","Clasificacion Taxonomica Completa de Haustellum lividus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex recurvirostris var. lividus","Haustellum lividus"
"1638","Distribucion de Haustellum recurvirostris en el golfo de California","Clasificacion Taxonomica Completa de Haustellum recurvirostris","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex recurvirostris","Haustellum recurvirostris"
"1639","Distribucion de Haustellum tricoronis en el golfo de California","Clasificacion Taxonomica Completa de Haustellum tricoronis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex (Murex) tricoronis; M. funiculatus Reeve, 1845; M. lividus Carpenter of authors, not Carpenter","Haustellum tricoronis"
"1640","Distribucion de Haustellum ruthae en el golfo de California","Clasificacion Taxonomica Completa de Haustellum ruthae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Murex ruthae","Haustellum ruthae"
"1641","Distribucion de Hebella calcarata en el golfo de California","Clasificacion Taxonomica Completa de Hebella calcarata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Lafoea calcarata","Hebella calcarata"
"1642","Distribucion de Hedingia californica en el golfo de California","Clasificacion Taxonomica Completa de Hedingia californica","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Caudina californica","Hedingia californica"
"1643","Distribucion de Heliacus bicanaliculatus en el golfo de California","Clasificacion Taxonomica Completa de Heliacus bicanaliculatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Solarium bicanaliculatum","Heliacus bicanaliculatus"
"1644","Distribucion de Heliacus mazatlanicus en el golfo de California","Clasificacion Taxonomica Completa de Heliacus mazatlanicus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Heliacus mazatlanicus"
"1645","Distribucion de Heliacus planispira en el golfo de California","Clasificacion Taxonomica Completa de Heliacus planispira","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Heliacus planispira"
"1646","Distribucion de Heliaster helianthus en el golfo de California","Clasificacion Taxonomica Completa de Heliaster helianthus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Asterias helianthus","Heliaster helianthus"
"1647","Distribucion de Heliaster kubiniji en el golfo de California","Clasificacion Taxonomica Completa de Heliaster kubiniji","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Heliaster kubiniji var. nigra","Heliaster kubiniji"
"1648","Distribucion de Heliaster microbrachius en el golfo de California","Clasificacion Taxonomica Completa de Heliaster microbrachius","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Heliaster microbrachius var. polybrachius","Heliaster microbrachius"
"1649","Distribucion de Hemipodus borealis en el golfo de California","Clasificacion Taxonomica Completa de Hemipodus borealis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Hemipodia borealis","Hemipodus borealis"
"1650","Distribucion de Hemipodus californiensis en el golfo de California","Clasificacion Taxonomica Completa de Hemipodus californiensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hemipodus californiensis"
"1651","Distribucion de Hemismittoidea osburni en el golfo de California","Clasificacion Taxonomica Completa de Hemismittoidea osburni","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ?Smittoidea reticulata (MacGillivray, 1842) part.","Hemismittoidea osburni"
"1652","Distribucion de Hemisquilla ensigera en el golfo de California","Clasificacion Taxonomica Completa de Hemisquilla ensigera","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Hemisquilla stylifera Schmitt, 1940","Hemisquilla ensigera"
"1653","Distribucion de Hemissenda crassicornis en el golfo de California","Clasificacion Taxonomica Completa de Hemissenda crassicornis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Cavolina crassicornis","Hemissenda crassicornis"
"1654","Distribucion de Hemitoma hermosa en el golfo de California","Clasificacion Taxonomica Completa de Hemitoma hermosa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hemitoma hermosa"
"1655","Distribucion de Hemityphis rapax en el golfo de California","Clasificacion Taxonomica Completa de Hemityphis rapax","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Typhis rapax; Hemityphis tenuimanus Claus, 1879","Hemityphis rapax"
"1656","Distribucion de Hemus analogus en el golfo de California","Clasificacion Taxonomica Completa de Hemus analogus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hemus analogus"
"1657","Distribucion de Hemus finneganae en el golfo de California","Clasificacion Taxonomica Completa de Hemus finneganae","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Hemus finneganae"
"1658","Distribucion de Henricia aspera en el golfo de California","Clasificacion Taxonomica Completa de Henricia aspera","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Henricia aspera"
"1659","Distribucion de Henricia asthenactis en el golfo de California","Clasificacion Taxonomica Completa de Henricia asthenactis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Henricia asthenactis"
"1660","Distribucion de Henricia clarki en el golfo de California","Clasificacion Taxonomica Completa de Henricia clarki","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Cyllaster clarki","Henricia clarki"
