"","Especies","Comun","Sitios","AbundanciaA","AbundanciaB","AbundanciaC","AbundanciaD","Key","TallaI","TallaII","TallaIII","TallaIIII"
"95","Fistularia commersonii","Pez corneta","","Abundancia de Fistularia commersonii en Punta Herrero, Sian Kaan","Abundancia de Fistularia commersonii en Maria Elena, Sian Kaan","Abundancia de Fistularia commersonii en Puerto Morelos","Abundancia de Fistularia commersonii en Banco Chinchorro","Pez corneta Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Fistularia commersonii en Punta Herrero, Sian Kaan","Talla de Fistularia commersonii en Maria Elena, Sian Kaan","Talla de Fistularia commersonii en Puerto Morelos","Talla de Fistularia commersonii en Banco Chinchorro"
"96","Girella simplicidens","Chopa cafe / Chopa ojo azul","","Abundancia de Girella simplicidens en Punta Herrero, Sian Kaan","Abundancia de Girella simplicidens en Maria Elena, Sian Kaan","Abundancia de Girella simplicidens en Puerto Morelos","Abundancia de Girella simplicidens en Banco Chinchorro","Chopa cafe / Chopa ojo azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Girella simplicidens en Punta Herrero, Sian Kaan","Talla de Girella simplicidens en Maria Elena, Sian Kaan","Talla de Girella simplicidens en Puerto Morelos","Talla de Girella simplicidens en Banco Chinchorro"
"97","Gymnothorax castaneus","Morena prieta o verde","","Abundancia de Gymnothorax castaneus en Punta Herrero, Sian Kaan","Abundancia de Gymnothorax castaneus en Maria Elena, Sian Kaan","Abundancia de Gymnothorax castaneus en Puerto Morelos","Abundancia de Gymnothorax castaneus en Banco Chinchorro","Morena prieta o verde Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Gymnothorax castaneus en Punta Herrero, Sian Kaan","Talla de Gymnothorax castaneus en Maria Elena, Sian Kaan","Talla de Gymnothorax castaneus en Puerto Morelos","Talla de Gymnothorax castaneus en Banco Chinchorro"
"98","Gymnothorax dovii","Morena","","Abundancia de Gymnothorax dovii en Punta Herrero, Sian Kaan","Abundancia de Gymnothorax dovii en Maria Elena, Sian Kaan","Abundancia de Gymnothorax dovii en Puerto Morelos","Abundancia de Gymnothorax dovii en Banco Chinchorro","Morena Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Gymnothorax dovii en Punta Herrero, Sian Kaan","Talla de Gymnothorax dovii en Maria Elena, Sian Kaan","Talla de Gymnothorax dovii en Puerto Morelos","Talla de Gymnothorax dovii en Banco Chinchorro"
"99","Haemulon flaviguttatum","Rayadillo aleta amarilla / Burro / Ronco de rabo manchado","","Abundancia de Haemulon flaviguttatum en Punta Herrero, Sian Kaan","Abundancia de Haemulon flaviguttatum en Maria Elena, Sian Kaan","Abundancia de Haemulon flaviguttatum en Puerto Morelos","Abundancia de Haemulon flaviguttatum en Banco Chinchorro","Rayadillo aleta amarilla / Burro / Ronco de rabo manchado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Haemulon flaviguttatum en Punta Herrero, Sian Kaan","Talla de Haemulon flaviguttatum en Maria Elena, Sian Kaan","Talla de Haemulon flaviguttatum en Puerto Morelos","Talla de Haemulon flaviguttatum en Banco Chinchorro"
"100","Haemulon maculicauda","Rayadillo / Burro roncador rayado","","Abundancia de Haemulon maculicauda en Punta Herrero, Sian Kaan","Abundancia de Haemulon maculicauda en Maria Elena, Sian Kaan","Abundancia de Haemulon maculicauda en Puerto Morelos","Abundancia de Haemulon maculicauda en Banco Chinchorro","Rayadillo / Burro roncador rayado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Haemulon maculicauda en Punta Herrero, Sian Kaan","Talla de Haemulon maculicauda en Maria Elena, Sian Kaan","Talla de Haemulon maculicauda en Puerto Morelos","Talla de Haemulon maculicauda en Banco Chinchorro"
"101","Haemulon sexfasciatum","Burrito / Burro almejero","","Abundancia de Haemulon sexfasciatum en Punta Herrero, Sian Kaan","Abundancia de Haemulon sexfasciatum en Maria Elena, Sian Kaan","Abundancia de Haemulon sexfasciatum en Puerto Morelos","Abundancia de Haemulon sexfasciatum en Banco Chinchorro","Burrito / Burro almejero Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Haemulon sexfasciatum en Punta Herrero, Sian Kaan","Talla de Haemulon sexfasciatum en Maria Elena, Sian Kaan","Talla de Haemulon sexfasciatum en Puerto Morelos","Talla de Haemulon sexfasciatum en Banco Chinchorro"
"102","Halichoeres chierchiae","Vieja herida / Senorita herida","","Abundancia de Halichoeres chierchiae en Punta Herrero, Sian Kaan","Abundancia de Halichoeres chierchiae en Maria Elena, Sian Kaan","Abundancia de Halichoeres chierchiae en Puerto Morelos","Abundancia de Halichoeres chierchiae en Banco Chinchorro","Vieja herida / Senorita herida Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Halichoeres chierchiae en Punta Herrero, Sian Kaan","Talla de Halichoeres chierchiae en Maria Elena, Sian Kaan","Talla de Halichoeres chierchiae en Puerto Morelos","Talla de Halichoeres chierchiae en Banco Chinchorro"
"103","Halichoeres dispilus","Vieja boca amarilla / Senorita cocinera","","Abundancia de Halichoeres dispilus en Punta Herrero, Sian Kaan","Abundancia de Halichoeres dispilus en Maria Elena, Sian Kaan","Abundancia de Halichoeres dispilus en Puerto Morelos","Abundancia de Halichoeres dispilus en Banco Chinchorro","Vieja boca amarilla / Senorita cocinera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Halichoeres dispilus en Punta Herrero, Sian Kaan","Talla de Halichoeres dispilus en Maria Elena, Sian Kaan","Talla de Halichoeres dispilus en Puerto Morelos","Talla de Halichoeres dispilus en Banco Chinchorro"
"104","Halichoeres melanotis","Senorita dorada","","Abundancia de Halichoeres melanotis en Punta Herrero, Sian Kaan","Abundancia de Halichoeres melanotis en Maria Elena, Sian Kaan","Abundancia de Halichoeres melanotis en Puerto Morelos","Abundancia de Halichoeres melanotis en Banco Chinchorro","Senorita dorada Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Halichoeres melanotis en Punta Herrero, Sian Kaan","Talla de Halichoeres melanotis en Maria Elena, Sian Kaan","Talla de Halichoeres melanotis en Puerto Morelos","Talla de Halichoeres melanotis en Banco Chinchorro"
"105","Halichoeres nicholsi ","Vieja puntos negros","","Abundancia de Halichoeres nicholsi  en Punta Herrero, Sian Kaan","Abundancia de Halichoeres nicholsi  en Maria Elena, Sian Kaan","Abundancia de Halichoeres nicholsi  en Puerto Morelos","Abundancia de Halichoeres nicholsi  en Banco Chinchorro","Vieja puntos negros Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Halichoeres nicholsi  en Punta Herrero, Sian Kaan","Talla de Halichoeres nicholsi  en Maria Elena, Sian Kaan","Talla de Halichoeres nicholsi  en Puerto Morelos","Talla de Halichoeres nicholsi  en Banco Chinchorro"
"106","Halichoeres notospilus","Vieja turquesa / Senorita listada ","","Abundancia de Halichoeres notospilus en Punta Herrero, Sian Kaan","Abundancia de Halichoeres notospilus en Maria Elena, Sian Kaan","Abundancia de Halichoeres notospilus en Puerto Morelos","Abundancia de Halichoeres notospilus en Banco Chinchorro","Vieja turquesa / Senorita listada  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Halichoeres notospilus en Punta Herrero, Sian Kaan","Talla de Halichoeres notospilus en Maria Elena, Sian Kaan","Talla de Halichoeres notospilus en Puerto Morelos","Talla de Halichoeres notospilus en Banco Chinchorro"
"107","Halichoeres semicinctus","Vieja puntos negros / Senorita roquera","","Abundancia de Halichoeres semicinctus en Punta Herrero, Sian Kaan","Abundancia de Halichoeres semicinctus en Maria Elena, Sian Kaan","Abundancia de Halichoeres semicinctus en Puerto Morelos","Abundancia de Halichoeres semicinctus en Banco Chinchorro","Vieja puntos negros / Senorita roquera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Halichoeres semicinctus en Punta Herrero, Sian Kaan","Talla de Halichoeres semicinctus en Maria Elena, Sian Kaan","Talla de Halichoeres semicinctus en Puerto Morelos","Talla de Halichoeres semicinctus en Banco Chinchorro"
"108","Kyphosus azurea","Chopa rayada","","Abundancia de Kyphosus azurea en Punta Herrero, Sian Kaan","Abundancia de Kyphosus azurea en Maria Elena, Sian Kaan","Abundancia de Kyphosus azurea en Puerto Morelos","Abundancia de Kyphosus azurea en Banco Chinchorro","Chopa rayada Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Kyphosus azurea en Punta Herrero, Sian Kaan","Talla de Kyphosus azurea en Maria Elena, Sian Kaan","Talla de Kyphosus azurea en Puerto Morelos","Talla de Kyphosus azurea en Banco Chinchorro"
"109","Holacanthus passer","angel rey","","Abundancia de Holacanthus passer en Punta Herrero, Sian Kaan","Abundancia de Holacanthus passer en Maria Elena, Sian Kaan","Abundancia de Holacanthus passer en Puerto Morelos","Abundancia de Holacanthus passer en Banco Chinchorro","angel rey Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Holacanthus passer en Punta Herrero, Sian Kaan","Talla de Holacanthus passer en Maria Elena, Sian Kaan","Talla de Holacanthus passer en Puerto Morelos","Talla de Holacanthus passer en Banco Chinchorro"
"110","Hoplopagrus guentherii","Pargo culon","","Abundancia de Hoplopagrus guentherii en Punta Herrero, Sian Kaan","Abundancia de Hoplopagrus guentherii en Maria Elena, Sian Kaan","Abundancia de Hoplopagrus guentherii en Puerto Morelos","Abundancia de Hoplopagrus guentherii en Banco Chinchorro","Pargo culon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Hoplopagrus guentherii en Punta Herrero, Sian Kaan","Talla de Hoplopagrus guentherii en Maria Elena, Sian Kaan","Talla de Hoplopagrus guentherii en Puerto Morelos","Talla de Hoplopagrus guentherii en Banco Chinchorro"
"111","Johnrandallia nigrirostris","Mariposa nariz negra","","Abundancia de Johnrandallia nigrirostris en Punta Herrero, Sian Kaan","Abundancia de Johnrandallia nigrirostris en Maria Elena, Sian Kaan","Abundancia de Johnrandallia nigrirostris en Puerto Morelos","Abundancia de Johnrandallia nigrirostris en Banco Chinchorro","Mariposa nariz negra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Johnrandallia nigrirostris en Punta Herrero, Sian Kaan","Talla de Johnrandallia nigrirostris en Maria Elena, Sian Kaan","Talla de Johnrandallia nigrirostris en Puerto Morelos","Talla de Johnrandallia nigrirostris en Banco Chinchorro"
"112","Kyphosus analogus","Chopa / Copa gris o rayada ","","Abundancia de Kyphosus analogus en Punta Herrero, Sian Kaan","Abundancia de Kyphosus analogus en Maria Elena, Sian Kaan","Abundancia de Kyphosus analogus en Puerto Morelos","Abundancia de Kyphosus analogus en Banco Chinchorro","Chopa / Copa gris o rayada  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Kyphosus analogus en Punta Herrero, Sian Kaan","Talla de Kyphosus analogus en Maria Elena, Sian Kaan","Talla de Kyphosus analogus en Puerto Morelos","Talla de Kyphosus analogus en Banco Chinchorro"
"113","Kyphosus sp.","","","Abundancia de Kyphosus sp. en Punta Herrero, Sian Kaan","Abundancia de Kyphosus sp. en Maria Elena, Sian Kaan","Abundancia de Kyphosus sp. en Puerto Morelos","Abundancia de Kyphosus sp. en Banco Chinchorro"," Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Kyphosus sp. en Punta Herrero, Sian Kaan","Talla de Kyphosus sp. en Maria Elena, Sian Kaan","Talla de Kyphosus sp. en Puerto Morelos","Talla de Kyphosus sp. en Banco Chinchorro"
"114","Lutjanus argentiventris","Pargo amarillo","","Abundancia de Lutjanus argentiventris en Punta Herrero, Sian Kaan","Abundancia de Lutjanus argentiventris en Maria Elena, Sian Kaan","Abundancia de Lutjanus argentiventris en Puerto Morelos","Abundancia de Lutjanus argentiventris en Banco Chinchorro","Pargo amarillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Lutjanus argentiventris en Punta Herrero, Sian Kaan","Talla de Lutjanus argentiventris en Maria Elena, Sian Kaan","Talla de Lutjanus argentiventris en Puerto Morelos","Talla de Lutjanus argentiventris en Banco Chinchorro"
"115","Microspathodon dorsalis","Jaqueta gigante","","Abundancia de Microspathodon dorsalis en Punta Herrero, Sian Kaan","Abundancia de Microspathodon dorsalis en Maria Elena, Sian Kaan","Abundancia de Microspathodon dorsalis en Puerto Morelos","Abundancia de Microspathodon dorsalis en Banco Chinchorro","Jaqueta gigante Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Microspathodon dorsalis en Punta Herrero, Sian Kaan","Talla de Microspathodon dorsalis en Maria Elena, Sian Kaan","Talla de Microspathodon dorsalis en Puerto Morelos","Talla de Microspathodon dorsalis en Banco Chinchorro"
"116","Muraena lentiginosa","Morena pinta","","Abundancia de Muraena lentiginosa en Punta Herrero, Sian Kaan","Abundancia de Muraena lentiginosa en Maria Elena, Sian Kaan","Abundancia de Muraena lentiginosa en Puerto Morelos","Abundancia de Muraena lentiginosa en Banco Chinchorro","Morena pinta Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Muraena lentiginosa en Punta Herrero, Sian Kaan","Talla de Muraena lentiginosa en Maria Elena, Sian Kaan","Talla de Muraena lentiginosa en Puerto Morelos","Talla de Muraena lentiginosa en Banco Chinchorro"
"117","Muraena sp.","","","Abundancia de Muraena sp. en Punta Herrero, Sian Kaan","Abundancia de Muraena sp. en Maria Elena, Sian Kaan","Abundancia de Muraena sp. en Puerto Morelos","Abundancia de Muraena sp. en Banco Chinchorro"," Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Muraena sp. en Punta Herrero, Sian Kaan","Talla de Muraena sp. en Maria Elena, Sian Kaan","Talla de Muraena sp. en Puerto Morelos","Talla de Muraena sp. en Banco Chinchorro"
"118"," Mycteroperca jordani","Baya","","Abundancia de  Mycteroperca jordani en Punta Herrero, Sian Kaan","Abundancia de  Mycteroperca jordani en Maria Elena, Sian Kaan","Abundancia de  Mycteroperca jordani en Puerto Morelos","Abundancia de  Mycteroperca jordani en Banco Chinchorro","Baya Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de  Mycteroperca jordani en Punta Herrero, Sian Kaan","Talla de  Mycteroperca jordani en Maria Elena, Sian Kaan","Talla de  Mycteroperca jordani en Puerto Morelos","Talla de  Mycteroperca jordani en Banco Chinchorro"
"119","Mycteroperca prionura","Cabrilla chiruda / Garropa aserrada / Cabrilla pinta","","Abundancia de Mycteroperca prionura en Punta Herrero, Sian Kaan","Abundancia de Mycteroperca prionura en Maria Elena, Sian Kaan","Abundancia de Mycteroperca prionura en Puerto Morelos","Abundancia de Mycteroperca prionura en Banco Chinchorro","Cabrilla chiruda / Garropa aserrada / Cabrilla pinta Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mycteroperca prionura en Punta Herrero, Sian Kaan","Talla de Mycteroperca prionura en Maria Elena, Sian Kaan","Talla de Mycteroperca prionura en Puerto Morelos","Talla de Mycteroperca prionura en Banco Chinchorro"
"120","Mycteroperca rosacea","Cabrilla sardinera","","Abundancia de Mycteroperca rosacea en Punta Herrero, Sian Kaan","Abundancia de Mycteroperca rosacea en Maria Elena, Sian Kaan","Abundancia de Mycteroperca rosacea en Puerto Morelos","Abundancia de Mycteroperca rosacea en Banco Chinchorro","Cabrilla sardinera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mycteroperca rosacea en Punta Herrero, Sian Kaan","Talla de Mycteroperca rosacea en Maria Elena, Sian Kaan","Talla de Mycteroperca rosacea en Puerto Morelos","Talla de Mycteroperca rosacea en Banco Chinchorro"
"121","Narcine entemedor ","Raya electrica gigante","","Abundancia de Narcine entemedor  en Punta Herrero, Sian Kaan","Abundancia de Narcine entemedor  en Maria Elena, Sian Kaan","Abundancia de Narcine entemedor  en Puerto Morelos","Abundancia de Narcine entemedor  en Banco Chinchorro","Raya electrica gigante Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Narcine entemedor  en Punta Herrero, Sian Kaan","Talla de Narcine entemedor  en Maria Elena, Sian Kaan","Talla de Narcine entemedor  en Puerto Morelos","Talla de Narcine entemedor  en Banco Chinchorro"
"122","Nicholsina denticulata","Perico baboso","","Abundancia de Nicholsina denticulata en Punta Herrero, Sian Kaan","Abundancia de Nicholsina denticulata en Maria Elena, Sian Kaan","Abundancia de Nicholsina denticulata en Puerto Morelos","Abundancia de Nicholsina denticulata en Banco Chinchorro","Perico baboso Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Nicholsina denticulata en Punta Herrero, Sian Kaan","Talla de Nicholsina denticulata en Maria Elena, Sian Kaan","Talla de Nicholsina denticulata en Puerto Morelos","Talla de Nicholsina denticulata en Banco Chinchorro"
"123","Ophioblennius steindachneri","Borracho mono","","Abundancia de Ophioblennius steindachneri en Punta Herrero, Sian Kaan","Abundancia de Ophioblennius steindachneri en Maria Elena, Sian Kaan","Abundancia de Ophioblennius steindachneri en Puerto Morelos","Abundancia de Ophioblennius steindachneri en Banco Chinchorro","Borracho mono Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Ophioblennius steindachneri en Punta Herrero, Sian Kaan","Talla de Ophioblennius steindachneri en Maria Elena, Sian Kaan","Talla de Ophioblennius steindachneri en Puerto Morelos","Talla de Ophioblennius steindachneri en Banco Chinchorro"
"124","Paralabrax auroguttatus","Extranjero","","Abundancia de Paralabrax auroguttatus en Punta Herrero, Sian Kaan","Abundancia de Paralabrax auroguttatus en Maria Elena, Sian Kaan","Abundancia de Paralabrax auroguttatus en Puerto Morelos","Abundancia de Paralabrax auroguttatus en Banco Chinchorro","Extranjero Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Paralabrax auroguttatus en Punta Herrero, Sian Kaan","Talla de Paralabrax auroguttatus en Maria Elena, Sian Kaan","Talla de Paralabrax auroguttatus en Puerto Morelos","Talla de Paralabrax auroguttatus en Banco Chinchorro"
"125","Paralabrax maculatofasciatus","Cabrilla arenera","","Abundancia de Paralabrax maculatofasciatus en Punta Herrero, Sian Kaan","Abundancia de Paralabrax maculatofasciatus en Maria Elena, Sian Kaan","Abundancia de Paralabrax maculatofasciatus en Puerto Morelos","Abundancia de Paralabrax maculatofasciatus en Banco Chinchorro","Cabrilla arenera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Paralabrax maculatofasciatus en Punta Herrero, Sian Kaan","Talla de Paralabrax maculatofasciatus en Maria Elena, Sian Kaan","Talla de Paralabrax maculatofasciatus en Puerto Morelos","Talla de Paralabrax maculatofasciatus en Banco Chinchorro"
"126","Paranthias colonus","Sandia","","Abundancia de Paranthias colonus en Punta Herrero, Sian Kaan","Abundancia de Paranthias colonus en Maria Elena, Sian Kaan","Abundancia de Paranthias colonus en Puerto Morelos","Abundancia de Paranthias colonus en Banco Chinchorro","Sandia Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Paranthias colonus en Punta Herrero, Sian Kaan","Talla de Paranthias colonus en Maria Elena, Sian Kaan","Talla de Paranthias colonus en Puerto Morelos","Talla de Paranthias colonus en Banco Chinchorro"
"127","Pareques fuscovittatus","Payasito lindo","","Abundancia de Pareques fuscovittatus en Punta Herrero, Sian Kaan","Abundancia de Pareques fuscovittatus en Maria Elena, Sian Kaan","Abundancia de Pareques fuscovittatus en Puerto Morelos","Abundancia de Pareques fuscovittatus en Banco Chinchorro","Payasito lindo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pareques fuscovittatus en Punta Herrero, Sian Kaan","Talla de Pareques fuscovittatus en Maria Elena, Sian Kaan","Talla de Pareques fuscovittatus en Puerto Morelos","Talla de Pareques fuscovittatus en Banco Chinchorro"
"128","Pomacanthus zonipectus","angel de Cortes","","Abundancia de Pomacanthus zonipectus en Punta Herrero, Sian Kaan","Abundancia de Pomacanthus zonipectus en Maria Elena, Sian Kaan","Abundancia de Pomacanthus zonipectus en Puerto Morelos","Abundancia de Pomacanthus zonipectus en Banco Chinchorro","angel de Cortes Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pomacanthus zonipectus en Punta Herrero, Sian Kaan","Talla de Pomacanthus zonipectus en Maria Elena, Sian Kaan","Talla de Pomacanthus zonipectus en Puerto Morelos","Talla de Pomacanthus zonipectus en Banco Chinchorro"
"129","Prionurus punctatus","Cirujano cochinito; bota","","Abundancia de Prionurus punctatus en Punta Herrero, Sian Kaan","Abundancia de Prionurus punctatus en Maria Elena, Sian Kaan","Abundancia de Prionurus punctatus en Puerto Morelos","Abundancia de Prionurus punctatus en Banco Chinchorro","Cirujano cochinito; bota Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Prionurus punctatus en Punta Herrero, Sian Kaan","Talla de Prionurus punctatus en Maria Elena, Sian Kaan","Talla de Prionurus punctatus en Puerto Morelos","Talla de Prionurus punctatus en Banco Chinchorro"
"130","Rhinobatos productus","Guitarra viola","","Abundancia de Rhinobatos productus en Punta Herrero, Sian Kaan","Abundancia de Rhinobatos productus en Maria Elena, Sian Kaan","Abundancia de Rhinobatos productus en Puerto Morelos","Abundancia de Rhinobatos productus en Banco Chinchorro","Guitarra viola Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Rhinobatos productus en Punta Herrero, Sian Kaan","Talla de Rhinobatos productus en Maria Elena, Sian Kaan","Talla de Rhinobatos productus en Puerto Morelos","Talla de Rhinobatos productus en Banco Chinchorro"
"131","Scarus compressus","Loro","","Abundancia de Scarus compressus en Punta Herrero, Sian Kaan","Abundancia de Scarus compressus en Maria Elena, Sian Kaan","Abundancia de Scarus compressus en Puerto Morelos","Abundancia de Scarus compressus en Banco Chinchorro","Loro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scarus compressus en Punta Herrero, Sian Kaan","Talla de Scarus compressus en Maria Elena, Sian Kaan","Talla de Scarus compressus en Puerto Morelos","Talla de Scarus compressus en Banco Chinchorro"
"132","Scarus ghobban","Loro","","Abundancia de Scarus ghobban en Punta Herrero, Sian Kaan","Abundancia de Scarus ghobban en Maria Elena, Sian Kaan","Abundancia de Scarus ghobban en Puerto Morelos","Abundancia de Scarus ghobban en Banco Chinchorro","Loro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scarus ghobban en Punta Herrero, Sian Kaan","Talla de Scarus ghobban en Maria Elena, Sian Kaan","Talla de Scarus ghobban en Puerto Morelos","Talla de Scarus ghobban en Banco Chinchorro"
"133","Scarus perrico","Loro jorobado","","Abundancia de Scarus perrico en Punta Herrero, Sian Kaan","Abundancia de Scarus perrico en Maria Elena, Sian Kaan","Abundancia de Scarus perrico en Puerto Morelos","Abundancia de Scarus perrico en Banco Chinchorro","Loro jorobado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scarus perrico en Punta Herrero, Sian Kaan","Talla de Scarus perrico en Maria Elena, Sian Kaan","Talla de Scarus perrico en Puerto Morelos","Talla de Scarus perrico en Banco Chinchorro"
"134","Scorpaena mystes","Lupon / Pes escorpion ","","Abundancia de Scorpaena mystes en Punta Herrero, Sian Kaan","Abundancia de Scorpaena mystes en Maria Elena, Sian Kaan","Abundancia de Scorpaena mystes en Puerto Morelos","Abundancia de Scorpaena mystes en Banco Chinchorro","Lupon / Pes escorpion  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scorpaena mystes en Punta Herrero, Sian Kaan","Talla de Scorpaena mystes en Maria Elena, Sian Kaan","Talla de Scorpaena mystes en Puerto Morelos","Talla de Scorpaena mystes en Banco Chinchorro"
"135","Seriola lalandi","Jurel aleta amarilla","","Abundancia de Seriola lalandi en Punta Herrero, Sian Kaan","Abundancia de Seriola lalandi en Maria Elena, Sian Kaan","Abundancia de Seriola lalandi en Puerto Morelos","Abundancia de Seriola lalandi en Banco Chinchorro","Jurel aleta amarilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Seriola lalandi en Punta Herrero, Sian Kaan","Talla de Seriola lalandi en Maria Elena, Sian Kaan","Talla de Seriola lalandi en Puerto Morelos","Talla de Seriola lalandi en Banco Chinchorro"
"136","Serranus psittacinus","Cabrilla falsa / Serrano rayado","","Abundancia de Serranus psittacinus en Punta Herrero, Sian Kaan","Abundancia de Serranus psittacinus en Maria Elena, Sian Kaan","Abundancia de Serranus psittacinus en Puerto Morelos","Abundancia de Serranus psittacinus en Banco Chinchorro","Cabrilla falsa / Serrano rayado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Serranus psittacinus en Punta Herrero, Sian Kaan","Talla de Serranus psittacinus en Maria Elena, Sian Kaan","Talla de Serranus psittacinus en Puerto Morelos","Talla de Serranus psittacinus en Banco Chinchorro"
"137","Sphoeroides annulatus","Botete diana","","Abundancia de Sphoeroides annulatus en Punta Herrero, Sian Kaan","Abundancia de Sphoeroides annulatus en Maria Elena, Sian Kaan","Abundancia de Sphoeroides annulatus en Puerto Morelos","Abundancia de Sphoeroides annulatus en Banco Chinchorro","Botete diana Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sphoeroides annulatus en Punta Herrero, Sian Kaan","Talla de Sphoeroides annulatus en Maria Elena, Sian Kaan","Talla de Sphoeroides annulatus en Puerto Morelos","Talla de Sphoeroides annulatus en Banco Chinchorro"
"138","Sphoeroides lobatus","Botete verrugoso / Botete narizon","","Abundancia de Sphoeroides lobatus en Punta Herrero, Sian Kaan","Abundancia de Sphoeroides lobatus en Maria Elena, Sian Kaan","Abundancia de Sphoeroides lobatus en Puerto Morelos","Abundancia de Sphoeroides lobatus en Banco Chinchorro","Botete verrugoso / Botete narizon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sphoeroides lobatus en Punta Herrero, Sian Kaan","Talla de Sphoeroides lobatus en Maria Elena, Sian Kaan","Talla de Sphoeroides lobatus en Puerto Morelos","Talla de Sphoeroides lobatus en Banco Chinchorro"
"139","Sphyraena sp.","","","Abundancia de Sphyraena sp. en Punta Herrero, Sian Kaan","Abundancia de Sphyraena sp. en Maria Elena, Sian Kaan","Abundancia de Sphyraena sp. en Puerto Morelos","Abundancia de Sphyraena sp. en Banco Chinchorro"," Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sphyraena sp. en Punta Herrero, Sian Kaan","Talla de Sphyraena sp. en Maria Elena, Sian Kaan","Talla de Sphyraena sp. en Puerto Morelos","Talla de Sphyraena sp. en Banco Chinchorro"
"140","Stegastes acapulcoensis","Damisela acapulquena","","Abundancia de Stegastes acapulcoensis en Punta Herrero, Sian Kaan","Abundancia de Stegastes acapulcoensis en Maria Elena, Sian Kaan","Abundancia de Stegastes acapulcoensis en Puerto Morelos","Abundancia de Stegastes acapulcoensis en Banco Chinchorro","Damisela acapulquena Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Stegastes acapulcoensis en Punta Herrero, Sian Kaan","Talla de Stegastes acapulcoensis en Maria Elena, Sian Kaan","Talla de Stegastes acapulcoensis en Puerto Morelos","Talla de Stegastes acapulcoensis en Banco Chinchorro"
