"","Especie","Region","Comun","Key_T","Key","Titulo","Otro"
"988","Pisaster giganteus","PBC","Estrella gigante","Estrella gigante Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Estrella gigante Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaC","Talla de Pisaster giganteus en Isla Magdalena, BCS"
"989","Pycnopodia helianthoides","PBC","Estrella sol","Estrella sol Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Estrella sol Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaC","Talla de Pycnopodia helianthoides en Isla Magdalena, BCS"
"990","Strongylocentrotus purpuratus","PBC","Erizo morado","Erizo morado Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Erizo morado Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaC","Talla de Strongylocentrotus purpuratus en Isla Magdalena, BCS"
"991","Anisotremus davidsoni","PBC","Sargo rayado","Sargo rayado Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Sargo rayado Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Anisotremus davidsoni en Isla Natividad, BCS"
"992","Caulolatilus princeps","PBC","Pez blanco","Pez blanco Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Pez blanco Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Caulolatilus princeps en Isla Natividad, BCS"
"993","Chromis punctipinnis","PBC","Castaneta herrera","Castaneta herrera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Castaneta herrera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Chromis punctipinnis en Isla Natividad, BCS"
"994","Embiotoca jacksoni","PBC","Mojarra negra","Mojarra negra Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mojarra negra Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Embiotoca jacksoni en Isla Natividad, BCS"
"995","Girella nigricans","PBC","Chopa verde","Chopa verde Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Chopa verde Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Girella nigricans en Isla Natividad, BCS"
"996","Heterodontus francisci","PBC","Tiburon cornudo","Tiburon cornudo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Tiburon cornudo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Heterodontus francisci en Isla Natividad, BCS"
"997","Hypsypops rubicundus","PBC","Garibaldi","Garibaldi Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Garibaldi Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Hypsypops rubicundus en Isla Natividad, BCS"
"998","Mycteroperca xenarcha","PBC","Garropa jaspeada","Garropa jaspeada Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Garropa jaspeada Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Mycteroperca xenarcha en Isla Natividad, BCS"
"999","Mycteroperca sp.","PBC",NA,"NA Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","NA Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Mycteroperca sp. en Isla Natividad, BCS"
"1000","Ophiodon elongatus","PBC","Molva","Molva Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Molva Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Ophiodon elongatus en Isla Natividad, BCS"
"1001","Oxyjulis californica","PBC","Senorita","Senorita Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Senorita Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Oxyjulis californica en Isla Natividad, BCS"
"1002","Paralabrax clathratus","PBC","Cabrilla sargacera","Cabrilla sargacera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cabrilla sargacera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Paralabrax clathratus en Isla Natividad, BCS"
"1003","Paralabrax nebulifer","PBC","Verdillo","Verdillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Verdillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Paralabrax nebulifer en Isla Natividad, BCS"
"1004","Rhacochilus vacca","PBC","Mojarra muellera","Mojarra muellera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mojarra muellera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Rhacochilus vacca en Isla Natividad, BCS"
"1005","Rhinobatos productus","PBC","Guitarra viola","Guitarra viola Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Guitarra viola Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Rhinobatos productus en Isla Natividad, BCS"
"1006","Scorpaenichthys marmoratus","PBC","Cabezon","Cabezon Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cabezon Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Scorpaenichthys marmoratus en Isla Natividad, BCS"
"1007","Sebastes auriculatus","PBC","Rocote moreno","Rocote moreno Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote moreno Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Sebastes auriculatus en Isla Natividad, BCS"
"1008","Sebastes carnatus","PBC","Rocote amarillo","Rocote amarillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote amarillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Sebastes carnatus en Isla Natividad, BCS"
"1009","Sebastes chrysomelas","PBC","Rocote mulato","Rocote mulato Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote mulato Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Sebastes chrysomelas en Isla Natividad, BCS"
"1010","Sebastes flavidus","PBC","Rocote cola amarilla","Rocote cola amarilla Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote cola amarilla Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Sebastes flavidus en Isla Natividad, BCS"
"1011","Sebastes rastrelliger","PBC","Rocote olivo","Rocote olivo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote olivo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Sebastes rastrelliger en Isla Natividad, BCS"
"1012","Sebastes serranoides","PBC","Rocote falsa cabrilla","Rocote falsa cabrilla Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote falsa cabrilla Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Sebastes serranoides en Isla Natividad, BCS"
"1013","Seastes sp.","PBC",NA,"NA Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","NA Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Seastes sp. en Isla Natividad, BCS"
"1014","Semicossyphus pulcher","PBC","Vieja californiana","Vieja californiana Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Vieja californiana Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Semicossyphus pulcher en Isla Natividad, BCS"
"1015","Squatina californica","PBC","Angelote del Pacifico","Angelote del Pacifico Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Angelote del Pacifico Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Squatina californica en Isla Natividad, BCS"
"1016","Stereolepis gigas","PBC","Mero pescada","Mero pescada Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mero pescada Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Stereolepis gigas en Isla Natividad, BCS"
"1017","Halichoeres semicinctus","PBC","Vieja puntos negros / Senorita roquera","Vieja puntos negros / Senorita roquera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Vieja puntos negros / Senorita roquera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Halichoeres semicinctus en Isla Natividad, BCS"
"1018","Mycteroperca jordani","PBC","Baya","Baya Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Baya Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Mycteroperca jordani en Isla Natividad, BCS"
"1019","Anthopleura sp.","PBC","Anemona gigante","Anemona gigante Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Anemona gigante Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Anthopleura sp. en Isla Natividad, BCS"
"1020","Cancer sp.","PBC","Cangrejo jaiba","Cangrejo jaiba Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cangrejo jaiba Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Cancer sp. en Isla Natividad, BCS"
"1021","Centrostephanus coronatus","PBC","Erizo corona","Erizo corona Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Erizo corona Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Centrostephanus coronatus en Isla Natividad, BCS"
"1022","Crassedoma gigantea","PBC","Almeja de roca","Almeja de roca Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Almeja de roca Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Crassedoma gigantea en Isla Natividad, BCS"
"1023","Neobernaya spadicea","PBC","Caracol porcelana","Caracol porcelana Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol porcelana Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Neobernaya spadicea en Isla Natividad, BCS"
"1024","Cypraea sp.","PBC","Caracol","Caracol Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Cypraea sp. en Isla Natividad, BCS"
"1025","Muricea sp.","PBC","Gorgonido","Gorgonido Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Gorgonido Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Muricea sp. en Isla Natividad, BCS"
"1026","Haliotis corrugata","PBC","Abulon amarillo","Abulon amarillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon amarillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Haliotis corrugata en Isla Natividad, BCS"
"1027","Haliotis cracherodii","PBC","Abulon negro","Abulon negro Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon negro Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Haliotis cracherodii en Isla Natividad, BCS"
"1028","Haliotis fulgens","PBC","Abulon azul","Abulon azul Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon azul Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Haliotis fulgens en Isla Natividad, BCS"
"1029","Haliotis rufescens","PBC","Abulon rojo","Abulon rojo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon rojo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Haliotis rufescens en Isla Natividad, BCS"
"1030","Haliotis sorenseni","PBC","Abulon chino","Abulon chino Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon chino Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Haliotis sorenseni en Isla Natividad, BCS"
"1031","Kelletia kelletii","PBC","Caracol tornillo","Caracol tornillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol tornillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Kelletia kelletii en Isla Natividad, BCS"
"1032","Leptogorgia chilensis","PBC","Gorgonido rojo","Gorgonido rojo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Gorgonido rojo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Leptogorgia chilensis en Isla Natividad, BCS"
"1033","Megastraea turbanica","PBC","Caracol turbina","Caracol turbina Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol turbina Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Megastraea turbanica en Isla Natividad, BCS"
"1034","Megastraea undosa","PBC","Caracol undosa","Caracol undosa Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol undosa Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Megastraea undosa en Isla Natividad, BCS"
"1035","Loxorhynchus grandis","PBC","Cangrejo arana","Cangrejo arana Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cangrejo arana Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Loxorhynchus grandis en Isla Natividad, BCS"
"1036","Megathura crenulata","PBC","Lapa china","Lapa china Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Lapa china Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Megathura crenulata en Isla Natividad, BCS"
"1037","Mesocentrotus franciscanus","PBC","Erizo rojo","Erizo rojo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Erizo rojo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Mesocentrotus franciscanus en Isla Natividad, BCS"
"1038","Muricea californica","PBC","Gorgonido","Gorgonido Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Gorgonido Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Muricea californica en Isla Natividad, BCS"
"1039","Octopus sp.","PBC","Pulpo","Pulpo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Pulpo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Octopus sp. en Isla Natividad, BCS"
"1040","Panulirus interruptus","PBC","Langosta roja","Langosta roja Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Langosta roja Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Panulirus interruptus en Isla Natividad, BCS"
"1041","Parastichopus parvimensis","PBC","Pepino","Pepino Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Pepino Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Parastichopus parvimensis en Isla Natividad, BCS"
"1042","Patiria miniata","PBC","Estrella muricielago","Estrella muricielago Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Estrella muricielago Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Patiria miniata en Isla Natividad, BCS"
"1043","Pisaster giganteus","PBC","Estrella gigante","Estrella gigante Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Estrella gigante Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Pisaster giganteus en Isla Natividad, BCS"
"1044","Pycnopodia helianthoides","PBC","Estrella sol","Estrella sol Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Estrella sol Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Pycnopodia helianthoides en Isla Natividad, BCS"
"1045","Strongylocentrotus purpuratus","PBC","Erizo morado","Erizo morado Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Erizo morado Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaD","Talla de Strongylocentrotus purpuratus en Isla Natividad, BCS"
"1046","Anisotremus davidsoni","PBC","Sargo rayado","Sargo rayado Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Sargo rayado Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Anisotremus davidsoni en Loreto, BCS"
"1047","Caulolatilus princeps","PBC","Pez blanco","Pez blanco Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Pez blanco Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Caulolatilus princeps en Loreto, BCS"
"1048","Chromis punctipinnis","PBC","Castaneta herrera","Castaneta herrera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Castaneta herrera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Chromis punctipinnis en Loreto, BCS"
"1049","Embiotoca jacksoni","PBC","Mojarra negra","Mojarra negra Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mojarra negra Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Embiotoca jacksoni en Loreto, BCS"
"1050","Girella nigricans","PBC","Chopa verde","Chopa verde Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Chopa verde Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Girella nigricans en Loreto, BCS"
"1051","Heterodontus francisci","PBC","Tiburon cornudo","Tiburon cornudo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Tiburon cornudo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Heterodontus francisci en Loreto, BCS"
"1052","Hypsypops rubicundus","PBC","Garibaldi","Garibaldi Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Garibaldi Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Hypsypops rubicundus en Loreto, BCS"
"1053","Mycteroperca xenarcha","PBC","Garropa jaspeada","Garropa jaspeada Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Garropa jaspeada Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Mycteroperca xenarcha en Loreto, BCS"
"1054","Mycteroperca sp.","PBC",NA,"NA Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","NA Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Mycteroperca sp. en Loreto, BCS"
"1055","Ophiodon elongatus","PBC","Molva","Molva Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Molva Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Ophiodon elongatus en Loreto, BCS"
"1056","Oxyjulis californica","PBC","Senorita","Senorita Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Senorita Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Oxyjulis californica en Loreto, BCS"
"1057","Paralabrax clathratus","PBC","Cabrilla sargacera","Cabrilla sargacera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cabrilla sargacera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Paralabrax clathratus en Loreto, BCS"
"1058","Paralabrax nebulifer","PBC","Verdillo","Verdillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Verdillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Paralabrax nebulifer en Loreto, BCS"
"1059","Rhacochilus vacca","PBC","Mojarra muellera","Mojarra muellera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mojarra muellera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Rhacochilus vacca en Loreto, BCS"
"1060","Rhinobatos productus","PBC","Guitarra viola","Guitarra viola Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Guitarra viola Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Rhinobatos productus en Loreto, BCS"
"1061","Scorpaenichthys marmoratus","PBC","Cabezon","Cabezon Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cabezon Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Scorpaenichthys marmoratus en Loreto, BCS"
"1062","Sebastes auriculatus","PBC","Rocote moreno","Rocote moreno Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote moreno Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Sebastes auriculatus en Loreto, BCS"
"1063","Sebastes carnatus","PBC","Rocote amarillo","Rocote amarillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote amarillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Sebastes carnatus en Loreto, BCS"
"1064","Sebastes chrysomelas","PBC","Rocote mulato","Rocote mulato Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote mulato Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Sebastes chrysomelas en Loreto, BCS"
"1065","Sebastes flavidus","PBC","Rocote cola amarilla","Rocote cola amarilla Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote cola amarilla Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Sebastes flavidus en Loreto, BCS"
"1066","Sebastes rastrelliger","PBC","Rocote olivo","Rocote olivo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote olivo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Sebastes rastrelliger en Loreto, BCS"
"1067","Sebastes serranoides","PBC","Rocote falsa cabrilla","Rocote falsa cabrilla Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote falsa cabrilla Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Sebastes serranoides en Loreto, BCS"
"1068","Seastes sp.","PBC",NA,"NA Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","NA Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Seastes sp. en Loreto, BCS"
"1069","Semicossyphus pulcher","PBC","Vieja californiana","Vieja californiana Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Vieja californiana Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Semicossyphus pulcher en Loreto, BCS"
"1070","Squatina californica","PBC","Angelote del Pacifico","Angelote del Pacifico Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Angelote del Pacifico Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Squatina californica en Loreto, BCS"
"1071","Stereolepis gigas","PBC","Mero pescada","Mero pescada Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mero pescada Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Stereolepis gigas en Loreto, BCS"
"1072","Halichoeres semicinctus","PBC","Vieja puntos negros / Senorita roquera","Vieja puntos negros / Senorita roquera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Vieja puntos negros / Senorita roquera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Halichoeres semicinctus en Loreto, BCS"
"1073","Mycteroperca jordani","PBC","Baya","Baya Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Baya Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Mycteroperca jordani en Loreto, BCS"
"1074","Anthopleura sp.","PBC","Anemona gigante","Anemona gigante Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Anemona gigante Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Anthopleura sp. en Loreto, BCS"
"1075","Cancer sp.","PBC","Cangrejo jaiba","Cangrejo jaiba Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cangrejo jaiba Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Cancer sp. en Loreto, BCS"
"1076","Centrostephanus coronatus","PBC","Erizo corona","Erizo corona Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Erizo corona Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","TallaE","Talla de Centrostephanus coronatus en Loreto, BCS"
