MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Notes,Lat,Long
989,Precio de Menudeo de Camarones 41/50 (1998-2016),Precio; Min; Max; Promedio; Venta; Camarones 41/50; Menudeo ,SNIIM,SE,1,Camaron,National,NA,NA,1998,2017,6,Currency,Month,State,Precio de Menudeo de Camarones 41/50 (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
990,Precio de Menudeo de Camarones 51/60 (1998-2016),Precio; Min; Max; Promedio; Venta; Camarones 51/60; Menudeo ,SNIIM,SE,1,Camaron,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Menudeo de Camarones 51/60 (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
991,Precio de Menudeo de Camarones botalon (1998-2016),Precio; Min; Max; Promedio; Venta; Camarones botalon; Menudeo ,SNIIM,SE,1,Camaron,National,NA,NA,1998,2017,18,Currency,Month,State,Precio de Menudeo de Camarones botalon (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
992,Precio de Menudeo de Camarones U10 (1998-2016),Precio; Min; Max; Promedio; Venta; Camarones U10; Menudeo ,SNIIM,SE,1,Camaron,National,NA,NA,1998,2017,6,Currency,Month,State,Precio de Menudeo de Camarones U10 (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
993,Precio de Menudeo de Camarones U12 (1998-2016),Precio; Min; Max; Promedio; Venta; Camarones U12; Menudeo ,SNIIM,SE,1,Camaron,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Camarones U12 (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
994,Precio de Menudeo de Camarones U15 (1998-2016),Precio; Min; Max; Promedio; Venta; Camarones U15; Menudeo ,SNIIM,SE,1,Camaron,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Camarones U15 (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
995,Precio de Menudeo de Cola de langosta (1998-2016),Precio; Min; Max; Promedio; Venta; Cola; langosta; Menudeo ,SNIIM,SE,1,Langosta,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Cola de langosta (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
996,Precio de Menudeo de Chacal (1998-2016),Precio; Min; Max; Promedio; Venta; Chacal; Menudeo ,SNIIM,SE,1,Chacal,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Menudeo de Chacal (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
997,Precio de Menudeo de Jaiba en pulpa (1998-2016),Precio; Min; Max; Promedio; Venta; Jaiba en pulpa; Menudeo ,SNIIM,SE,1,Jaiba en pulpa,National,NA,NA,1998,2017,27,Currency,Month,State,Precio de Menudeo de Jaiba en pulpa (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
998,Precio de Menudeo de Jaiba entera (1998-2016),Precio; Min; Max; Promedio; Venta; Jaiba entera; Menudeo ,SNIIM,SE,1,Jaiba entera,National,NA,NA,1998,2017,6,Currency,Month,State,Precio de Menudeo de Jaiba entera (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
999,Precio de Menudeo de Langosta (1998-2016),Precio; Min; Max; Promedio; Venta; Langosta; Menudeo ,SNIIM,SE,1,Langosta,National,NA,NA,1998,2017,15,Currency,Month,State,Precio de Menudeo de Langosta (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1000,Precio de Menudeo de Langosta entera cocida (1998-2016),Precio; Min; Max; Promedio; Venta; Langosta entera cocida; Menudeo ,SNIIM,SE,1,Langosta,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Langosta entera cocida (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1001,Precio de Menudeo de Langosta entera cruda (1998-2016),Precio; Min; Max; Promedio; Venta; Langosta entera cruda; Menudeo ,SNIIM,SE,1,Langosta,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Menudeo de Langosta entera cruda (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1002,Precio de Menudeo de Langostino (1998-2016),Precio; Min; Max; Promedio; Venta; Langostino; Menudeo ,SNIIM,SE,1,Langostino,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Langostino (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1003,Precio de Menudeo de Tenazas de cangrejo (1998-2016),Precio; Min; Max; Promedio; Venta; Tenazas; cangrejo; Menudeo ,SNIIM,SE,1,Tenazas de cangrejo,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Menudeo de Tenazas de cangrejo (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1004,Precio de Menudeo de Abulon (1998-2016),Precio; Min; Max; Promedio; Venta; Abulon; Menudeo ,SNIIM,SE,1,Abulon,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Abulon (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1005,Precio de Menudeo de Almeja campeche (1998-2016),Precio; Min; Max; Promedio; Venta; Almeja campeche; Menudeo ,SNIIM,SE,1,Almeja campeche,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Menudeo de Almeja campeche (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1006,Precio de Menudeo de Almeja casco (1998-2016),Precio; Min; Max; Promedio; Venta; Almeja casco; Menudeo ,SNIIM,SE,1,Almeja casco,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Menudeo de Almeja casco (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1007,Precio de Menudeo de Almeja chirla (1998-2016),Precio; Min; Max; Promedio; Venta; Almeja chirla; Menudeo ,SNIIM,SE,1,Almeja chirla,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Menudeo de Almeja chirla (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1008,Precio de Menudeo de Almeja chocolata (1998-2016),Precio; Min; Max; Promedio; Venta; Almeja chocolata; Menudeo ,SNIIM,SE,1,Almeja chocolata,National,NA,NA,1998,2017,24,Currency,Month,State,Precio de Menudeo de Almeja chocolata (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1009,Precio de Menudeo de Almeja gallo (1998-2016),Precio; Min; Max; Promedio; Venta; Almeja gallo; Menudeo ,SNIIM,SE,1,Almeja gallo,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Menudeo de Almeja gallo (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1010,Precio de Menudeo de Almeja negra (1998-2016),Precio; Min; Max; Promedio; Venta; Almeja negra; Menudeo ,SNIIM,SE,1,Almeja negra,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Almeja negra (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1011,Precio de Menudeo de Almeja patademula (1998-2016),Precio; Min; Max; Promedio; Venta; Almeja pata;mula; Menudeo ,SNIIM,SE,1,Almeja patademula,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Almeja patademula (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1012,Precio de Menudeo de Ancas de rana (1998-2016),Precio; Min; Max; Promedio; Venta; Ancas; rana; Menudeo ,SNIIM,SE,1,Ancas de rana,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Menudeo de Ancas de rana (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1013,Precio de Menudeo de Calamar americano (1998-2016),Precio; Min; Max; Promedio; Venta; Calamar americano; Menudeo ,SNIIM,SE,1,Calamar americano,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Calamar americano (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1014,Precio de Menudeo de Calamar gigante (1998-2016),Precio; Min; Max; Promedio; Venta; Calamar gigante; Menudeo ,SNIIM,SE,1,Calamar gigante,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Calamar gigante (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1015,Precio de Menudeo de Callo de almeja (1998-2016),Precio; Min; Max; Promedio; Venta; Callo; almeja; Menudeo ,SNIIM,SE,1,Callo de almeja,National,NA,NA,1998,2017,9,Currency,Month,State,Precio de Menudeo de Callo de almeja (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1016,Precio de Menudeo de Callo de hacha (1998-2016),Precio; Min; Max; Promedio; Venta; Callo; hacha; Menudeo ,SNIIM,SE,1,Callo de hacha,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Callo de hacha (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1017,Precio de Menudeo de Caracol (1998-2016),Precio; Min; Max; Promedio; Venta; Caracol; Menudeo ,SNIIM,SE,1,Caracol,National,NA,NA,1998,2017,57,Currency,Month,State,Precio de Menudeo de Caracol (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1018,Precio de Menudeo de Caraco lburro (1998-2016),Precio; Min; Max; Promedio; Venta; Caraco lburro; Menudeo ,SNIIM,SE,1,Caraco lburro,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Caraco lburro (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1019,Precio de Menudeo de Caracol chico (1998-2016),Precio; Min; Max; Promedio; Venta; Caraco lchico; Menudeo ,SNIIM,SE,1,Caraco lchico,National,NA,NA,1998,2017,21,Currency,Month,State,Precio de Menudeo de Caraco lchico (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1020,Precio de Menudeo de Ostion con concha (1998-2016),Precio; Min; Max; Promedio; Venta; Ostion con concha; Menudeo ,SNIIM,SE,1,Ostion,National,NA,NA,1998,2017,24,Currency,Month,State,Precio de Menudeo de Ostion con concha (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1021,Precio de Menudeo de Pulpo con visceras (1998-2016),Precio; Min; Max; Promedio; Venta; Pulpo con visceras; Menudeo ,SNIIM,SE,1,Pulpo,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Menudeo de Pulpo con visceras (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1022,Precio de Menudeo de Pulpo congelado (1998-2016),Precio; Min; Max; Promedio; Venta; Pulpo congelado; Menudeo ,SNIIM,SE,1,Pulpo,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Pulpo congelado (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1023,Precio de Menudeo de Pulpo fresco (1998-2016),Precio; Min; Max; Promedio; Venta; Pulpo fresco; Menudeo ,SNIIM,SE,1,Pulpo,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Pulpo fresco (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1024,Precio de Menudeo de Pulpo sin visceras (1998-2016),Precio; Min; Max; Promedio; Venta; Pulpo sin visceras; Menudeo ,SNIIM,SE,1,Pulpo,National,NA,NA,1998,2017,33,Currency,Month,State,Precio de Menudeo de Pulpo sin visceras (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1025,Precio de Menudeo de Bacalao (1998-2016),Precio; Min; Max; Promedio; Venta; Bacalao; Menudeo ,SNIIM,SE,1,Bacalao,National,NA,NA,1998,2017,18,Currency,Month,State,Precio de Menudeo de Bacalao (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1026,Precio de Menudeo de Filete de Bonito (1998-2016),Precio; Min; Max; Promedio; Venta; Bonito; Menudeo; Filete ,SNIIM,SE,1,Bonito,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Bonito (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1027,Precio de Menudeo de Filete de Calamar (1998-2016),Precio; Min; Max; Promedio; Venta; Calamar; Menudeo; Filete ,SNIIM,SE,1,Calamar,National,NA,NA,1998,2017,57,Currency,Month,State,Precio de Menudeo de Calamar (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1028,Precio de Menudeo de Filete de Curbina (1998-2016),Precio; Min; Max; Promedio; Venta; Curbina; Menudeo; Filete ,SNIIM,SE,1,Curbina,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Curbina (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1029,Precio de Menudeo de Filete de Cherna aleta amarilla (1998-2016),Precio; Min; Max; Promedio; Venta; Cherna aleta amarilla; Menudeo; Filete ,SNIIM,SE,1,Cherna aleta amarilla,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Menudeo de Cherna aleta amarilla (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1030,Precio de Menudeo de Filete de Cherna aleta prieta (1998-2016),Precio; Min; Max; Promedio; Venta; Cherna aleta prieta; Menudeo; Filete ,SNIIM,SE,1,Cherna aleta prieta,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Cherna aleta prieta (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1031,Precio de Menudeo de Filete de Chucumite (1998-2016),Precio; Min; Max; Promedio; Venta; Chucumite; Menudeo; Filete ,SNIIM,SE,1,Chucumite,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Menudeo de Chucumite (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1032,Precio de Menudeo de Filete de carpa (1998-2016),Precio; Min; Max; Promedio; Venta; Filete; carpa; Menudeo ,SNIIM,SE,1,Filete de carpa,National,NA,NA,1998,2017,51,Currency,Month,State,Precio de Menudeo de Filete de carpa (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1033,Precio de Menudeo de Filete de cazonotiburon (1998-2016),Precio; Min; Max; Promedio; Venta; Filete; cazonotiburon; Menudeo ,SNIIM,SE,1,Filete de cazonotiburon,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Menudeo de Filete de cazonotiburon (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1034,Precio de Menudeo de Filete de huachinango (1998-2016),Precio; Min; Max; Promedio; Venta; Filete; huachinango; Menudeo ,SNIIM,SE,1,Filete de huachinango,National,NA,NA,1998,2017,15,Currency,Month,State,Precio de Menudeo de Filete de huachinango (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1035,Precio de Menudeo de Filete de mero (1998-2016),Precio; Min; Max; Promedio; Venta; Filete; mero; Menudeo ,SNIIM,SE,1,Filete de mero,National,NA,NA,1998,2017,48,Currency,Month,State,Precio de Menudeo de Filete de mero (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1036,Precio de Menudeo de Filete de tilapia (1998-2016),Precio; Min; Max; Promedio; Venta; Filete; tilapia; Menudeo ,SNIIM,SE,1,Filete de tilapia,National,NA,NA,1998,2017,27,Currency,Month,State,Precio de Menudeo de Filete de tilapia (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1037,Precio de Menudeo de Filete de Lenguado (1998-2016),Precio; Min; Max; Promedio; Venta; Lenguado; Menudeo; Filete ,SNIIM,SE,1,Lenguado,National,NA,NA,1998,2017,48,Currency,Month,State,Precio de Menudeo de Lenguado (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1038,Precio de Menudeo de Filete de Lisa (1998-2016),Precio; Min; Max; Promedio; Venta; Lisa; Menudeo; Filete ,SNIIM,SE,1,Lisa,National,NA,NA,1998,2017,18,Currency,Month,State,Precio de Menudeo de Lisa (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,Random,NA,NA
1039,Precio de Menudeo de Filete de Lobina (1998-2016),Precio; Min; Max; Promedio; Venta; Lobina; Menudeo; Filete ,SNIIM,SE,1,Lobina,National,NA,NA,1998,2017,54,Currency,Month,State,Precio de Menudeo de Lobina (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1040,Precio de Menudeo de Filete de Mantarraya (1998-2016),Precio; Min; Max; Promedio; Venta; Mantarraya; Menudeo; Filete ,SNIIM,SE,1,Mantarraya,National,NA,NA,1998,2017,18,Currency,Month,State,Precio de Menudeo de Mantarraya (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1041,Precio de Menudeo de Filete de Medregal (1998-2016),Precio; Min; Max; Promedio; Venta; Medregal; Menudeo; Filete ,SNIIM,SE,1,Medregal,National,NA,NA,1998,2017,21,Currency,Month,State,Precio de Menudeo de Medregal (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1042,Precio de Menudeo de Filete de Mojarra blanca (1998-2016),Precio; Min; Max; Promedio; Venta; Mojarra blanca; Menudeo; Filete ,SNIIM,SE,1,Mojarra blanca,National,NA,NA,1998,2017,3,Currency,Month,State,Precio de Menudeo de Mojarra blanca (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1043,Precio de Menudeo de Filete de Mojarra rayada (1998-2016),Precio; Min; Max; Promedio; Venta; Mojarra rayada; Menudeo; Filete ,SNIIM,SE,1,Mojarra rayada,National,NA,NA,1998,2017,12,Currency,Month,State,Precio de Menudeo de Mojarra rayada (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
