MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Time_Series,Notes,Lat,Long
397,Catch of Centropomus undecimalis in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Centropomus undecimalis,Andres Cisneros-Montemayor,SAU,1,Centropomus undecimalis,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=46,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-89
398,Catch of Decapoda in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Decapoda,Andres Cisneros-Montemayor,SAU,1,Decapoda,Atlantic,,,1964,1974,7,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=47,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-96
399,Catch of Trichiuridae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Trichiuridae,Andres Cisneros-Montemayor,SAU,1,Trichiuridae,Atlantic,,,1998,2010,11,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=48,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-89
400,Catch of Coryphaena in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Coryphaena,Andres Cisneros-Montemayor,SAU,1,Coryphaena,Atlantic,,,1964,2010,46,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=49,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-97
401,Catch of Sciaenidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sciaenidae,Andres Cisneros-Montemayor,SAU,1,Sciaenidae,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=50,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-94
402,Catch of Harengula in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Harengula,Andres Cisneros-Montemayor,SAU,1,Harengula,Atlantic,,,2005,2010,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=51,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-89
403,Catch of Pleuronectiformes in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Pleuronectiformes,Andres Cisneros-Montemayor,SAU,1,Pleuronectiformes,Atlantic,,,1964,2010,42,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=52,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-89
404,Catch of Mugil cephalus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mugil cephalus,Andres Cisneros-Montemayor,SAU,1,Mugil cephalus,Atlantic,,,1962,2010,49,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=53,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-96
405,Catch of Sphyraena barracuda in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sphyraena barracuda,Andres Cisneros-Montemayor,SAU,1,Sphyraena barracuda,Atlantic,,,1954,1966,5,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=54,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-89
406,Catch of Mugil in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mugil,Andres Cisneros-Montemayor,SAU,1,Mugil,Atlantic,,,2005,2010,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=55,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-87
407,Catch of Lutjanus griseus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Lutjanus griseus,Andres Cisneros-Montemayor,SAU,1,Lutjanus griseus,Atlantic,,,1954,2010,11,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=56,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-95
408,Catch of Haemulon in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Haemulon,Andres Cisneros-Montemayor,SAU,1,Haemulon,Atlantic,,,1954,2010,11,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=57,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-88
409,Catch of Haemulidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Haemulidae,Andres Cisneros-Montemayor,SAU,1,Haemulidae,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=58,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-88
410,Catch of Menticirrhus littoralis in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Menticirrhus littoralis,Andres Cisneros-Montemayor,SAU,1,Menticirrhus littoralis,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=59,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-90
411,Catch of Sphyrna in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sphyrna,Andres Cisneros-Montemayor,SAU,1,Sphyrna,Atlantic,,,1994,2010,7,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=60,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-96
412,Catch of Clupeiformes in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Clupeiformes,Andres Cisneros-Montemayor,SAU,1,Clupeiformes,Atlantic,,,1964,2006,43,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=61,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-92
413,Catch of Caranx in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Caranx,Andres Cisneros-Montemayor,SAU,1,Caranx,Atlantic,,,1962,2010,49,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=62,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-88
414,Catch of Carangidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Carangidae,Andres Cisneros-Montemayor,SAU,1,Carangidae,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=63,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-95
415,Catch of Calamus bajonado in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Calamus bajonado,Andres Cisneros-Montemayor,SAU,1,Calamus bajonado,Atlantic,,,1954,1966,5,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=64,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-93
416,Catch of Scomberomorus cavalla in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Scomberomorus cavalla,Andres Cisneros-Montemayor,SAU,1,Scomberomorus cavalla,Atlantic,,,1964,2010,47,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=65,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-97
417,Catch of Elops saurus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Elops saurus,Andres Cisneros-Montemayor,SAU,1,Elops saurus,Atlantic,,,2005,2010,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=66,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-89
418,Catch of Lutjanus synagris in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Lutjanus synagris,Andres Cisneros-Montemayor,SAU,1,Lutjanus synagris,Atlantic,,,1954,2010,46,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=67,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-95
419,Catch of Malacostraca in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Malacostraca,Andres Cisneros-Montemayor,SAU,1,Malacostraca,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=68,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-88
420,Catch of Tetrapturus pfluegeri in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Tetrapturus pfluegeri,Andres Cisneros-Montemayor,SAU,1,Tetrapturus pfluegeri,Atlantic,,,1979,2000,3,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=69,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-89
421,Catch of Isurus paucus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Isurus paucus,Andres Cisneros-Montemayor,SAU,1,Isurus paucus,Atlantic,,,1994,1994,1,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=70,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-93
422,Catch of Scombridae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Scombridae,Andres Cisneros-Montemayor,SAU,1,Scombridae,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=71,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-95
423,Catch of Mactridae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mactridae,Andres Cisneros-Montemayor,SAU,1,Mactridae,Atlantic,,,1964,2010,47,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=72,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-91
424,Catch of Marine fishes not identified in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Marine fishes not identified,Andres Cisneros-Montemayor,SAU,1,Marine fishes not identified,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=73,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-93
425,Catch of Hyporthodus mystacinus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Hyporthodus mystacinus,Andres Cisneros-Montemayor,SAU,1,Hyporthodus mystacinus,Atlantic,,,1954,1966,5,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=74,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-91
426,Catch of Gerreidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Gerreidae,Andres Cisneros-Montemayor,SAU,1,Gerreidae,Atlantic,,,1961,2010,50,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=75,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-92
427,Catch of Mugilidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mugilidae,Andres Cisneros-Montemayor,SAU,1,Mugilidae,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=76,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-91
428,Catch of Lutjanus analis in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Lutjanus analis,Andres Cisneros-Montemayor,SAU,1,Lutjanus analis,Atlantic,,,1954,1966,5,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=77,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-88
429,Catch of Epinephelus striatus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Epinephelus striatus,Andres Cisneros-Montemayor,SAU,1,Epinephelus striatus,Atlantic,,,1954,1966,5,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=78,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,20,-94
430,Catch of Farfantepenaeus aztecus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Farfantepenaeus aztecus,Andres Cisneros-Montemayor,SAU,1,Farfantepenaeus aztecus,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=79,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-87
431,Catch of Farfantepenaeus duorarum in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Farfantepenaeus duorarum,Andres Cisneros-Montemayor,SAU,1,Farfantepenaeus duorarum,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=80,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-90
432,Catch of Mercenaria mercenaria in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Mercenaria mercenaria,Andres Cisneros-Montemayor,SAU,1,Mercenaria mercenaria,Atlantic,,,1964,2010,47,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=81,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-97
433,Catch of Lutjanus campechanus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Lutjanus campechanus,Andres Cisneros-Montemayor,SAU,1,Lutjanus campechanus,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=82,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-91
434,Catch of Litopenaeus setiferus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Litopenaeus setiferus,Andres Cisneros-Montemayor,SAU,1,Litopenaeus setiferus,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=83,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,24,-87
435,Catch of Ginglymostoma cirratum in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Ginglymostoma cirratum,Andres Cisneros-Montemayor,SAU,1,Ginglymostoma cirratum,Atlantic,,,2005,2010,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=84,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-88
436,Catch of Carcharhinus longimanus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Carcharhinus longimanus,Andres Cisneros-Montemayor,SAU,1,Carcharhinus longimanus,Atlantic,,,1994,1994,1,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=85,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-93
437,Catch of Octopoda in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Octopoda,Andres Cisneros-Montemayor,SAU,1,Octopoda,Atlantic,,,1975,1975,1,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=86,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-94
438,Catch of Octopus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Octopus,Andres Cisneros-Montemayor,SAU,1,Octopus,Atlantic,,,2005,2010,6,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=87,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,22,-87
439,Catch of Marine pelagic fishes not identified in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Marine pelagic fishes not identified,Andres Cisneros-Montemayor,SAU,1,Marine pelagic fishes not identified,Atlantic,,,1961,2010,50,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=88,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-95
440,Catch of Perciformes in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Perciformes,Andres Cisneros-Montemayor,SAU,1,Perciformes,Atlantic,,,1963,1975,13,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=89,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-89
441,Catch of Trachinotus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Trachinotus,Andres Cisneros-Montemayor,SAU,1,Trachinotus,Atlantic,,,1954,2010,52,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=90,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-92
442,Catch of Calamus in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Calamus,Andres Cisneros-Montemayor,SAU,1,Calamus,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=91,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,21,-88
443,Catch of Sparidae in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Sparidae,Andres Cisneros-Montemayor,SAU,1,Sparidae,Atlantic,,,1950,2010,61,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=92,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,23,-95
444,Catch of Epinephelus morio in Mexico (Atlantic),Captura;  Reconstruida;  Atlantico;  Industrial;  Subsistencia; Artesanal; Deportiva;  Epinephelus morio,Andres Cisneros-Montemayor,SAU,1,Epinephelus morio,Atlantic,,,1950,1975,26,Weight,Year,Area,SAU eeZ 944 v1-43,"Unreported Marine Fisheries Catch in Mexico, 1950-2010",2013,http://www.seaaroundus.org/data/#/eez/944?chart=catch-chart&dimension=taxon&measure=tonnage&limit=93,NO,,Juliano Palacios; jepa88@gmail.com,Academic,Academic,Fisheries,Benefits,,1,,25,-97
